"Journal Data Filtered By:  Selected Categories: SOCIAL SCIENCES, INTERDISCIPLINARY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
"RSF-The Russell Sage Journal of the Social Sciences","RSF-RUS SAGE J SOC S","RUSSELL SAGE FOUNDATION","2377-8253","2377-8261","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,478","3.9","Q1","2.99","96.13"%,
"Contemporary Social Science","CONTEMP SOC SCI","TAYLOR & FRANCIS LTD","2158-2041","2158-205X","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","948","3.9","Q1","1.74","61.11"%,
"PNAS Nexus","PNAS NEXUS","OXFORD UNIV PRESS","N/A","2752-6542","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","3,154","3.8","Q1","1.95","99.05"%,
"International Journal of Qualitative Methods","INT J QUAL METH","SAGE PUBLICATIONS INC","1609-4069","1609-4069","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","11,775","3.8","Q1","1.9","97.71"%,
"EVALUATION REVIEW","EVALUATION REV","SAGE PUBLICATIONS INC","0193-841X","1552-3926","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,404","3.7","Q1","2.09","9.48"%,
"POLICY SCIENCES","POLICY SCI","SPRINGER","0032-2687","1573-0891","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","3,336","3.7","Q1","1.68","56.6"%,
"European Journal of Futures Research","EUR J FUTURES RES","SPRINGER","2195-4194","2195-2248","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","532","3.7","Q1","1.48","100"%,
"Research in Globalization","RES GLOB","ELSEVIER","N/A","2590-051X","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","760","3.7","Q1","1.24","98.91"%,
"Humanities & Social Sciences Communications","HUM SOC SCI COMMUN","SPRINGERNATURE","N/A","2662-9992","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","8,918","3.6","Q1","4.05","100"%,
"Global Social Challenges Journal","GLOB SOC CHALL J","BRISTOL UNIV PRESS & POLICY PRESS","N/A","2752-3349","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","123","3.6","Q1","1.4","96"%,
"Journal of Happiness Studies","J HAPPINESS STUD","SPRINGER","1389-4978","1573-7780","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","8,956","3.3","Q1","1.38","43.28"%,
"NEW LEFT REVIEW","NEW LEFT REV","NEW LEFT REV LTD","0028-6060","2044-0480","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","3,265","3.3","Q1","1.09","0"%,
"MINERVA","MINERVA","SPRINGER","0026-4695","1573-1871","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,566","3.2","Q1","1.89","67.03"%,
"Journal of Cybersecurity","J CYBERSECURITY","OXFORD UNIV PRESS","2057-2085","2057-2093","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","659","3.2","Q1","1.51","98.53"%,
"Systems","SYSTEMS-BASEL","MDPI","N/A","2079-8954","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","3,846","3.1","Q1","1.91","100"%,
"PATIENT EDUCATION AND COUNSELING","PATIENT EDUC COUNS","ELSEVIER IRELAND LTD","0738-3991","1873-5134","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","17,447","3.1","Q1","1.14","32.83"%,
"Journal of Critical Realism","J CRIT REALISM","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1476-7430","1572-5138","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","776","2.9","Q1","3.5","40.24"%,
"Qualitative Research","QUAL RES","SAGE PUBLICATIONS LTD","1468-7941","1741-3109","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","6,080","2.9","Q1","1.52","100"%,
"Journal of Occupational Science","J OCCUP SCI","TAYLOR & FRANCIS AUSTRALIA","1442-7591","2158-1576","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","1,523","2.9","Q1","1.12","17.48"%,
"Online Social Networks and Media","ONLINE SOC NETW MED","ELSEVIER","N/A","2468-6964","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","493","2.9","Q1","0.97","47.76"%,
"SOCIAL INDICATORS RESEARCH","SOC INDIC RES","SPRINGER","0303-8300","1573-0921","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","16,348","2.8","Q1","1.51","45.26"%,
"PUBLIC OPINION QUARTERLY","PUBLIC OPIN QUART","OXFORD UNIV PRESS","0033-362X","1537-5331","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","7,182","2.8","Q1","1.44","21.28"%,
"International Journal of Intercultural Relations","INT J INTERCULT REL","PERGAMON-ELSEVIER SCIENCE LTD","0147-1767","1873-7552","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","5,570","2.8","Q1","1.24","29.37"%,
"RACE & CLASS","RACE CLASS","SAGE PUBLICATIONS LTD","0306-3968","1741-3125","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,158","2.8","Q1","1.22","38.1"%,
"ARCHIVES OF SEXUAL BEHAVIOR","ARCH SEX BEHAV","SPRINGER/PLENUM PUBLISHERS","0004-0002","1573-2800","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","11,271","2.8","Q1","1.21","31.96"%,
"DAEDALUS","DAEDALUS-US","MIT PRESS","0011-5266","1548-6192","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","3,713","2.7","Q1","3.02","92.99"%,
"JOURNAL OF SEX RESEARCH","J SEX RES","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0022-4499","1559-8519","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","7,225","2.7","Q1","1.17","17.2"%,
"SOCIAL SCIENCE COMPUTER REVIEW","SOC SCI COMPUT REV","SAGE PUBLICATIONS INC","0894-4393","1552-8286","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","3,748","2.7","Q1","0.9","27.39"%,
"ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE","ANN AM ACAD POLIT SS","SAGE PUBLICATIONS INC","0002-7162","1552-3349","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","7,125","2.6","Q1","1.14","8.81"%,
"DISASTERS","DISASTERS","WILEY","0361-3666","1467-7717","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","3,142","2.6","Q1","1.09","59.75"%,
"Applied Research in Quality of Life","APPL RES QUAL LIFE","SPRINGER","1871-2584","1871-2576","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","2,868","2.5","Q1","1.44","37.99"%,
"GROUP DECISION AND NEGOTIATION","GROUP DECIS NEGOT","SPRINGER","0926-2644","1572-9907","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,420","2.5","Q1","1.12","24.24"%,
"Evidence & Policy","EVID POLICY","POLICY PRESS","1744-2648","1744-2656","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,018","2.5","Q1","1.02","28.21"%,
"Sexuality Research and Social Policy","SEX RES SOC POLICY","SPRINGER","1868-9884","1553-6610","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","2,729","2.4","Q1","1.21","41.93"%,
"Advances in Life Course Research","ADV LIFE COURSE RES","ELSEVIER SCI LTD","1569-4909","1879-6974","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,382","2.4","Q1","1.15","54.39"%,
"QUALITATIVE HEALTH RESEARCH","QUAL HEALTH RES","SAGE PUBLICATIONS INC","1049-7323","1552-7557","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","17,055","2.4","Q1","0.96","43.39"%,
"Journal of Youth Studies","J YOUTH STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1367-6261","1469-9680","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","3,223","2.2","Q1","1.1","38.96"%,
"CRITICAL SOCIAL POLICY","CRIT SOC POLICY","SAGE PUBLICATIONS LTD","0261-0183","1461-703X","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,656","2.2","Q1","1.08","74.16"%,
"TSQ-Transgender Studies Quarterly","TSQ-TRANSGENDER STUD","DUKE UNIV PRESS","2328-9252","2328-9260","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","1,029","2.2","Q1","0.7","0"%,
"International Journal of Population Data Science (IJPDS)","INT J POPUL DATA SCI","SWANSEA UNIV","N/A","2399-4908","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","739","2.2","Q1","0.51","75.41"%,
"Social Science Journal","SOC SCI J","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0362-3319","1873-5355","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","2,040","2.1","Q1","1.15","10.49"%,
"Journal of Children and Media","J CHILD MEDIA","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1748-2798","1748-2801","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,220","2.1","Q1","1.09","18.85"%,
"Child Indicators Research","CHILD INDIC RES","SPRINGER","1874-897X","1874-8988","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","2,667","2.1","Q1","1.06","36.62"%,
"International Journal of Sexual Health","INT J SEX HEALTH","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1931-7611","1931-762X","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,016","2.1","Q1","0.89","17.29"%,
"Action Research","ACTION RES-LONDON","SAGE PUBLICATIONS LTD","1476-7503","1741-2617","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","982","2.1","Q1","0.63","34.69"%,
"Social Epistemology","SOC EPISTEMOL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0269-1728","1464-5297","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,456","2","Q1","1.89","34.65"%,
"International Journal of Social Research Methodology","INT J SOC RES METHOD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1364-5579","1464-5300","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","8,056","2","Q1","1.29","49.67"%,
"JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION","JASSS-J ARTIF SOC S","J A S S S","1460-7425","1460-7425","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,807","2","Q1","1.15","100"%,
"Globalizations","GLOBALIZATIONS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1474-7731","1474-774X","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","2,371","2","Q1","1.03","41.4"%,
"SAGE Open","SAGE OPEN","SAGE PUBLICATIONS INC","2158-2440","2158-2440","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","13,921","2","Q1","0.99","97.72"%,
"DISABILITY & SOCIETY","DISABIL SOC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0968-7599","1360-0508","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","5,250","2","Q1","0.96","37.65"%,
"EVALUATION AND PROGRAM PLANNING","EVAL PROGRAM PLANN","PERGAMON-ELSEVIER SCIENCE LTD","0149-7189","1873-7870","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","3,179","2","Q1","0.96","25.94"%,
"JOURNAL OF HOMOSEXUALITY","J HOMOSEXUAL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0091-8369","1540-3602","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","5,300","2","Q1","0.96","13.99"%,
"Economic and Political Studies-EPS","ECON POLIT STUD-EPS","TAYLOR & FRANCIS LTD","2095-4816","2470-4024","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","394","2","Q1","0.81","5.97"%,
"International Journal of Design","INT J DES","NATL TAIWAN UNIV SCI & TECHNOL","1991-3761","1994-036X","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","947","1.9","Q1","1.26","0"%,
"SPACE POLICY","SPACE POLICY","ELSEVIER SCI LTD","0265-9646","1879-338X","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","847","1.9","Q1","1.04","20.59"%,
"World","WORLD-BASEL","MDPI","N/A","2673-4060","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","356","1.9","Q1","0.93","100"%,
"Journal of Bisexuality","J BISEXUALITY","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1529-9716","1529-9724","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","877","1.9","Q1","0.9","11.39"%,
"YOUTH & SOCIETY","YOUTH SOC","SAGE PUBLICATIONS INC","0044-118X","1552-8499","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","2,419","1.9","Q1","0.86","16.77"%,
"CROSS-CULTURAL RESEARCH","CROSS-CULT RES","SAGE PUBLICATIONS INC","1069-3971","1552-3578","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,017","1.8","Q2","1.11","20.63"%,
"Journal of LGBT Youth","J LGBT YOUTH","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1936-1653","1936-1661","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","1,101","1.8","Q2","1.09","10.2"%,
"Gender Technology & Development","GEND TECHNOL DEV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0971-8524","0973-0656","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","563","1.8","Q2","0.76","21.43"%,
"QUALITATIVE INQUIRY","QUAL INQ","SAGE PUBLICATIONS INC","1077-8004","1552-7565","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","10,285","1.8","Q2","0.76","34.93"%,
"SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE","SYST RES BEHAV SCI","WILEY","1092-7026","1099-1743","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,801","1.8","Q2","0.65","32.88"%,
"International Journal of Heritage Studies","INT J HERIT STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1352-7258","1470-3610","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","2,522","1.7","Q2","2.26","37.64"%,
"JOURNAL OF RISK RESEARCH","J RISK RES","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1366-9877","1466-4461","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","3,405","1.7","Q2","1.15","32.38"%,
"Journal of Education Culture and Society","J EDUC CULT SOC","UNIV WROCLAW","N/A","2081-1640","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","508","1.7","Q2","0.95","17.23"%,
"Social Sciences-Basel","SOC SCI-BASEL","MDPI","N/A","2076-0760","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","5,737","1.7","Q2","0.92","100"%,
"Risk Management-An International Journal","RISK MANAG-UK","PALGRAVE MACMILLAN LTD","1460-3799","1743-4637","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","403","1.7","Q2","0.91","27.59"%,
"Emotion Space and Society","EMOT SPACE SOC","ELSEVIER SCI LTD","1755-4586","1878-0040","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,468","1.7","Q2","0.86","40.86"%,
"Jamba-Journal of Disaster Risk Studies","JAMBA-J DISASTER RIS","AOSIS","1996-1421","2072-845X","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","825","1.7","Q2","0.77","99.2"%,
"CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH","CHILDHOOD","SAGE PUBLICATIONS LTD","0907-5682","1461-7013","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,700","1.7","Q2","0.69","47.06"%,
"Novye Issledovaniya Tuvy-New Research of Tuva","NOVYE ISSLED TUVY","CH K LAMAZHAA","N/A","2079-8482","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","387","1.6","Q2","2.07","100"%,
"Fudan Journal of the Humanities and Social Sciences","FUDAN J HUM SOC SCI","SPRINGER HEIDELBERG","1674-0750","2198-2600","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","356","1.6","Q2","1.07","15.46"%,
"TIME & SOCIETY","TIME SOC","SAGE PUBLICATIONS LTD","0961-463X","1461-7463","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,170","1.6","Q2","0.96","42.31"%,
"Evaluation","EVALUATION-US","SAGE PUBLICATIONS INC","1356-3890","1461-7153","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,228","1.6","Q2","0.9","40.23"%,
"Surveillance & Society","SURVEILL SOC","SURVEILLANCE STUDIES NETWORK","1477-7487","1477-7487","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","1,314","1.6","Q2","0.86","17"%,
"Cogent Social Sciences","COGENT SOC SCI","TAYLOR & FRANCIS LTD","2331-1886","2331-1886","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","3,060","1.6","Q2","0.82","99.09"%,
"Journal of Poverty and Social Justice","J POVERTY SOC JUSTIC","POLICY PRESS","1759-8273","1759-8281","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","410","1.6","Q2","0.78","21.21"%,
"Qualitative Report","QUAL REP","NOVA SOUTHEASTERN UNIV","1052-0147","2160-3715","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","6,202","1.6","Q2","0.76","98.74"%,
"Kotuitui-New Zealand Journal of Social Sciences Online","KOTUITUI","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","N/A","1177-083X","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","410","1.6","Q2","0.74","96.88"%,
"International Journal of Emergency Services","INT J EMERG SERV","EMERALD GROUP PUBLISHING LTD","2047-0894","2047-0908","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","291","1.6","Q2","0.7","12.7"%,
"JOURNAL OF GENDER STUDIES","J GENDER STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0958-9236","1465-3869","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,808","1.5","Q2","0.82","28.3"%,
"Youth","YOUTH-BASEL","MDPI","N/A","2673-995X","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","256","1.5","Q2","0.82","100"%,
"AMERICAN BEHAVIORAL SCIENTIST","AM BEHAV SCI","SAGE PUBLICATIONS INC","0002-7642","1552-3381","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","7,969","1.5","Q2","0.79","16.52"%,
"Sexuality & Culture-An Interdisciplinary Journal","SEX CULT","SPRINGER","1095-5143","1936-4822","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","1,887","1.5","Q2","0.71","37.04"%,
"Network Science","NETW SCI","CAMBRIDGE UNIV PRESS","2050-1242","2050-1250","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","868","1.5","Q2","0.57","74.24"%,
"She Ji-The Journal of Design Economics and Innovation","SHE JI","ELSEVIER","2405-8726","2405-8718","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","484","1.4","Q2","2.32","93.94"%,
"Race and Social Problems","RACE SOC PROBL","SPRINGER","1867-1748","1867-1756","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,037","1.4","Q2","1.23","18.18"%,
"SOCIAL & LEGAL STUDIES","SOC LEGAL STUD","SAGE PUBLICATIONS LTD","0964-6639","1461-7390","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,401","1.4","Q2","1.11","62.41"%,
"Journal of Lesbian Studies","J LESBIAN STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1089-4160","1540-3548","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","786","1.4","Q2","0.82","13.76"%,
"Field Methods","FIELD METHOD","SAGE PUBLICATIONS INC","1525-822X","1552-3969","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","3,630","1.4","Q2","0.81","30.77"%,
"International Journal of Testing","INT J TEST","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1530-5058","1532-7574","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","1,022","1.4","Q2","0.75","19.15"%,
"SOCIETY","SOCIETY","SPRINGER","0147-2011","1936-4725","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,222","1.4","Q2","0.65","27.54"%,
"Qualitative Research Journal","QUAL RES J","EMERALD GROUP PUBLISHING LTD","1443-9883","1448-0980","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","1,860","1.4","Q2","0.62","10.71"%,
"Electronic Journal of Information Systems in Developing Countries","ELECTR J INF SYS DEV","WILEY","1681-4835","1681-4835","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","1,052","1.4","Q2","0.55","22.69"%,
"Aboriginal Policy Studies","ABORIG POLICY STUD","UNIV ALBERTA","1923-3299","1923-3299","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","86","1.4","Q2","0.42","100"%,
"Cultural Trends","CULT TRENDS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0954-8963","1469-3690","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","825","1.3","Q2","1.74","39.17"%,
"Young","YOUNG","SAGE PUBLICATIONS LTD","1103-3088","1741-3222","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","805","1.3","Q2","0.95","80.46"%,
"Quantitative Methods for Psychology","QUANT METH PSYCHOL","UNIV MONTREAL, DEPT PSYCHOLOGIE","1913-4126","2292-1354","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","835","1.3","Q2","0.68","100"%,
"International Journal of Care and Caring","INT J CARE CARING","POLICY PRESS","2397-8821","2397-883X","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","426","1.3","Q2","0.67","22.73"%,
"SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES","SOC SCI INFORM","SAGE PUBLICATIONS LTD","0539-0184","1461-7412","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,879","1.3","Q2","0.64","35.82"%,
"CRIME LAW AND SOCIAL CHANGE","CRIME LAW SOCIAL CH","SPRINGER","0925-4994","1573-0751","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,555","1.3","Q2","0.62","41.03"%,
"ADAPTIVE BEHAVIOR","ADAPT BEHAV","SAGE PUBLICATIONS LTD","1059-7123","1741-2633","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","833","1.3","Q2","0.42","29.55"%,
"JOURNAL OF CONSCIOUSNESS STUDIES","J CONSCIOUSNESS STUD","IMPRINT ACADEMIC","1355-8250","N/A","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","2,096","1.2","Q2","1.44","12.09"%,
"SEMIOTICA","SEMIOTICA","WALTER DE GRUYTER GMBH","0037-1998","1613-3692","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,441","1.2","Q2","1.2","27.93"%,
"Asian Journal of Social Science","ASIAN J SOC SCI","ELSEVIER","1568-4849","1568-5314","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","547","1.2","Q2","0.8","4.88"%,
"Clothing and Textiles Research Journal","CLOTH TEXT RES J","SAGE PUBLICATIONS INC","0887-302X","1940-2473","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,072","1.2","Q2","0.74","2.44"%,
"Social Inclusion","SOC INCL","COGITATIO PRESS","N/A","2183-2803","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,731","1.2","Q2","0.65","96.83"%,
"Fat Studies-An Interdisciplinary Journal of Body Weight and Society","FAT STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2160-4851","2160-486X","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","310","1.2","Q2","0.55","24.59"%,
"International Journal of Play","INT J PLAY","TAYLOR & FRANCIS LTD","2159-4937","2159-4953","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","343","1.2","Q2","0.55","17.78"%,
"New Perspectives on Turkey","NEW PERSPECT TURK","CAMBRIDGE UNIV PRESS","0896-6346","1305-3299","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","388","1.1","Q2","1.05","46.81"%,
"INTERDISCIPLINARY SCIENCE REVIEWS","INTERDISCIPL SCI REV","SAGE PUBLICATIONS INC","0308-0188","1743-2790","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","572","1.1","Q2","0.66","26.32"%,
"International and Multidisciplinary Journal of Social Sciences-RIMCIS","INT MULTIDISCIP J SO","HIPATIA PRESS","2014-3680","2014-3680","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","128","1.1","Q2","0.59","97.37"%,
"Conflict Resolution Quarterly","CONFL RESOLUT Q","WILEY PERIODICALS, INC","1536-5581","1541-1508","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","511","1.1","Q2","0.48","37.23"%,
