jcr_year,schema,category,edition,journal_name,jcr_abbrev,publisher,issn_print,issn_e,total_citations,jif,quartile,jci,oa_citable_pct
2024,WOS,PUBLIC ADMINISTRATION,SSCI,Journal of Public Policy,J PUBLIC POLICY,CAMBRIDGE UNIV PRESS,0143-814X,1469-7815,1542,2.1,Q2,0.91,71.68
2024,WOS,PUBLIC ADMINISTRATION,SSCI,AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION,AUST J PUBL ADMIN,WILEY,0313-6647,1467-8500,1425,2.1,Q2,0.87,65.12
2024,WOS,PUBLIC ADMINISTRATION,SSCI,PUBLIC ADMINISTRATION AND DEVELOPMENT,PUBLIC ADMIN DEVELOP,WILEY,0271-2075,1099-162X,1309,2.1,Q2,0.77,36.47
2024,WOS,PUBLIC ADMINISTRATION,ESCI,INTERNATIONAL JOURNAL OF PUBLIC ADMINISTRATION,INT J PUBLIC ADMIN,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0190-0692,1532-4265,3004,2.1,Q2,0.75,9.62
2024,WOS,PUBLIC ADMINISTRATION,SSCI,PUBLIC MONEY & MANAGEMENT,PUBLIC MONEY MANAGE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0954-0962,1467-9302,2399,2.1,Q2,0.75,30.04
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Asia Pacific Journal of Public Administration,ASIA PAC J PUBLIC AM,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2327-6665,2327-6673,340,2.1,Q2,0.66,5.36
2024,WOS,PUBLIC ADMINISTRATION,ESCI,JOURNAL OF PUBLIC AFFAIRS EDUCATION,J PUBLIC AFF EDUC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1523-6803,2328-9643,626,2,Q3,1.13,12.16
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Risk Hazards & Crisis in Public Policy,RISK HAZARDS CRISIS,WILEY,1944-4079,1944-4079,560,2,Q3,0.75,53.97
2024,WOS,PUBLIC ADMINISTRATION,SSCI,Nonprofit Management & Leadership,NONPROFIT MANAG LEAD,"WILEY PERIODICALS, INC",1048-6682,1542-7854,1506,1.9,Q3,0.73,25.42
2024,WOS,PUBLIC ADMINISTRATION,SSCI,LOCAL GOVERNMENT STUDIES,LOCAL GOV STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0300-3930,1743-9388,1861,1.9,Q3,0.71,26.25
2024,WOS,PUBLIC ADMINISTRATION,SSCI,CONTEMPORARY ECONOMIC POLICY,CONTEMP ECON POLICY,WILEY,1074-3529,1465-7287,1192,1.9,Q3,0.56,22.64
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Journal of Public Affairs,J PUBLIC AFF,WILEY,1472-3891,1479-1854,2854,1.8,Q3,0.83,15.83
2024,WOS,PUBLIC ADMINISTRATION,ESCI,European Journal of Social Security,EUR J SOC SECUR,SAGE PUBLICATIONS LTD,1388-2627,2399-2948,299,1.7,Q3,0.68,38.36
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Public Organization Review,PUBLIC ORGAN REV,SPRINGERNATURE,1566-7170,1573-7098,910,1.7,Q3,0.61,19
2024,WOS,PUBLIC ADMINISTRATION,ESCI,International Journal of Public Leadership,INT J PUBLIC LEADERS,EMERALD GROUP PUBLISHING LTD,2056-4929,2042-8642,280,1.5,Q3,0.57,9.09
2024,WOS,PUBLIC ADMINISTRATION,SSCI,Journal of Comparative Policy Analysis,J COMP POLICY ANAL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1387-6988,1572-5448,1240,1.4,Q3,1.26,22.78
2024,WOS,PUBLIC ADMINISTRATION,SSCI,Human Service Organizations Management Leadership & Governance,HUM SERV ORG MANAGE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2330-3131,2330-314X,691,1.4,Q3,0.78,13.68
2024,WOS,PUBLIC ADMINISTRATION,SSCI,CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES,CAN PUBLIC POL,UNIV TORONTO PRESS INC,0317-0861,1911-9917,1008,1.4,Q3,0.54,3.19
2024,WOS,PUBLIC ADMINISTRATION,SSCI,CANADIAN PUBLIC ADMINISTRATION-ADMINISTRATION PUBLIQUE DU CANADA,CAN PUBLIC ADMIN,WILEY,0008-4840,1754-7121,609,1.4,Q3,0.46,54.46
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Nonprofit Policy Forum,NONPROFIT POLICY FOR,WALTER DE GRUYTER GMBH,2194-6035,2154-3348,249,1.2,Q3,0.65,100
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Central European Public Administration Review,CENT EUR PUBLIC ADM,"UNIV LJUBLJANA, FAC PUBLIC ADM",2591-2240,2591-2259,88,1.2,Q3,0.54,75
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Public Integrity,PUBLIC INTEGR,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1099-9922,1558-0989,686,1.1,Q3,0.5,11.49
2024,WOS,PUBLIC ADMINISTRATION,ESCI,NISPAcee Journal of Public Administration and Policy,NISPACEE J PUBLIC AD,SCIENDO,1337-9038,1338-4309,195,1,Q3,0.43,100
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Public Works Management & Policy,PUBLIC WORKS MANAG P,SAGE PUBLICATIONS INC,1087-724X,1552-7549,406,1,Q3,0.38,15
2024,WOS,PUBLIC ADMINISTRATION,SSCI,Journal of Homeland Security and Emergency Management,J HOMEL SECUR EMERG,WALTER DE GRUYTER GMBH,2194-6361,1547-7355,729,1,Q3,0.37,12.77
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Public Budgeting and Finance,PUBLIC BUDG FINANC,WILEY,0275-1100,1540-5850,554,1,Q3,0.33,35.71
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Chinese Public Administration Review,CHIN PUB ADM REV-US,SAGE PUBLICATIONS INC,1539-6754,2573-1483,105,1,Q3,0.25,96.72
2024,WOS,PUBLIC ADMINISTRATION,ESCI,International Social Security Review,INT SOC SECUR REV,WILEY,0020-871X,1468-246X,408,0.9,Q4,0.4,23.64
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Journal of Public and Nonprofit Affairs,J PUBLIC NONPROFIT A,MIDWEST PUBLIC AFFAIRS CONFERENCE,2381-3717,2381-3717,143,0.8,Q4,0.44,74.55
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Public Administration and Policy-An Asia-Pacific Journal,PUBLIC ADMIN POLICY,EMERALD GROUP PUBLISHING LTD,1727-2645,2517-679X,178,0.8,Q4,0.41,100
2024,WOS,PUBLIC ADMINISTRATION,SSCI,Transylvanian Review of Administrative Sciences,TRANSYLV REV ADM SCI,BABES-BOLYAI UNIV,1842-2845,2247-8310,314,0.8,Q4,0.37,100
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Revista de Administracao Publica,REV ADM PUBL-RIO JAN,"FUNDACAO GETULIO VARGAS, EDITORA",0034-7612,1982-3134,605,0.8,Q4,0.32,98.33
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Commonwealth Journal of Local Governance,COMMONW J LOCAL GOV,"UNIV TECHNOLOGY, SYDNEY-UTS EPRESS",1836-0394,1836-0394,116,0.8,Q4,0.24,100
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Electronic Government- an International Journal,ELECTRON GOV-INT J,INDERSCIENCE ENTERPRISES LTD,1740-7494,1740-7508,69,0.7,Q4,0.24,2.08
2024,WOS,PUBLIC ADMINISTRATION,SSCI,Gestion y Politica Publica,GEST POLIT PUBLICA,CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS,1405-1079,,135,0.6,Q4,0.14,5.88
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Voprosy Gosudarstvennogo i Munitsipalnogo Upravleniya-Public Administration Issues,VOPR GOS MUNITSIPALN,NATL RES UNIV HIGHER SCH ECONOMICS,1999-5431,1999-5431,122,0.5,Q4,0.17,98.36
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Canadian Journal of Nonprofit and Social Economy Research,CAN J NONPROFIT SOC,ASSOC NONPROFIT & SOCIAL ECONOMY RESEARCH-ANSER,1920-9355,1920-9355,114,0.5,Q4,0.16,95.59
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Revista Iberoamericana de Estudios Municipales,REV IBEROAM ESTUD MU,"UNIV AUTONOMA CHILE, INST CHILENO ESTUDIOS MUNICIPALES",0718-8838,0719-1790,33,0.5,Q4,0.04,96.55
2024,WOS,PUBLIC ADMINISTRATION,SSCI,Lex Localis-Journal of Local Self-Government,LEX LOCALIS,UK Zhende Publishing Ltd,1581-5374,1855-363X,268,0.4,Q4,0.24,17.09
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Croatian and Comparative Public Administration,CROAT COMP PUBLIC AD,INST PUBLIC ADM,1848-0357,1849-2150,96,0.4,Q4,0.15,95.89
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Cadernos Gestao Publica e Cidadania,CAD GEST PUBLICA CID,FUNDACAO GETULIO VARGAS ESCOLA ADM EMPRESAS SAO PAULO,1806-2261,2236-5710,71,0.4,Q4,0.13,95.33
2024,WOS,PUBLIC ADMINISTRATION,SSCI,Civil Szemle,CIV SZLE,UJ MANDATUM KONYVKIADO,1786-3341,1786-3341,130,0.4,Q4,0.12,0
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Revista de Gestion Publica,REV GEST PUBLICA,CENTRO ESTUDIOS GESTION & POLITICA PUBLICA,0719-1820,0719-1839,36,0.4,Q4,0.02,81.82
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Journal of Judicial Administration,J JUDIC ADM,LAWBOOK CO LTD,1036-7918,1036-7918,55,0.3,Q4,0.14,0
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Revista do Servico Publico,REV SERV PUBLICO,ESCOLA NACL ADM PUBLICA-ENAP,0034-9240,2357-8017,154,0.3,Q4,0.11,71.9
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Administration,ADMINSTRATION,SCIENDO,0001-8325,2449-9471,71,0.2,Q4,0.13,100
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Opera-Colombia,OPERA-COLOMB,"UNIV EXTERNADO COLOMBIA, DEPT PUBLICACIONES",1657-8651,2346-2159,37,0.2,Q4,0.05,96.23
2024,WOS,PUBLIC ADMINISTRATION,SSCI,Amme Idaresi Dergisi,AMME IDARESI DERG,ANKARA HACI BAYRAM VELI UNIV,1300-1795,1300-1795,65,0.1,Q4,0.06,0
2024,WOS,PUBLIC ADMINISTRATION,ESCI,Administracao Publica e Gestao Social,ADM PUBLICA GEST SOC,UNIV FEDERAL VICOSA,2175-5787,2175-5787,62,0.1,Q4,0,13.27
