jcr_year,schema,category,edition,journal_name,jcr_abbrev,publisher,issn_print,issn_e,total_citations,jif,quartile,jci,oa_citable_pct
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Annual Review of Resource Economics,ANNU REV RESOUR ECON,ANNUAL REVIEWS,1941-1340,1941-1359,2316,8.4,Q1,1.3,56.16
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,COMPUT ENVIRON URBAN,ELSEVIER SCI LTD,0198-9715,1873-7587,8300,8.3,Q1,1.64,36.33
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Resources Environment and Sustainability,RESOUR ENVIRON SUST,ELSEVIER,2666-9161,2666-9161,1266,7.8,Q1,1.88,100
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,TRANSPORT RES D-TR E,PERGAMON-ELSEVIER SCIENCE LTD,1361-9209,1879-2340,25282,7.7,Q1,1.69,29.95
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Energy Research & Social Science,ENERGY RES SOC SCI,ELSEVIER,2214-6296,2214-6326,22343,7.4,Q1,1.31,59.85
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,ORGANIZATION & ENVIRONMENT,ORGAN ENVIRON,SAGE PUBLICATIONS INC,1086-0266,1552-7417,3374,7.3,Q1,1.19,48.28
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Sustainability Accounting Management and Policy Journal,SUSTAIN ACCOUNT MANA,EMERALD GROUP PUBLISHING LTD,2040-8021,2040-803X,2906,7.2,Q1,1.39,14.59
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,J ENVIRON PSYCHOL,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0272-4944,1522-9610,20719,7,Q1,1.85,43.97
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,HABITAT INTERNATIONAL,HABITAT INT,PERGAMON-ELSEVIER SCIENCE LTD,0197-3975,1873-5428,12035,7,Q1,1.71,20.13
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,URBAN FORESTRY & URBAN GREENING,URBAN FOR URBAN GREE,ELSEVIER GMBH,1618-8667,1610-8167,20098,6.7,Q1,1.88,31.16
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Review of Environmental Economics and Policy,REV ENV ECON POLICY,UNIV CHICAGO PRESS,1750-6816,1750-6824,2428,6.6,Q1,1.89,3.51
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Ecosystem Services,ECOSYST SERV,ELSEVIER,2212-0416,2212-0416,10896,6.6,Q1,1.34,45.58
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,ECOLOGICAL ECONOMICS,ECOL ECON,ELSEVIER,0921-8009,1873-6106,35499,6.3,Q1,1.57,45.45
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Environmental Innovation and Societal Transitions,ENVIRON INNOV SOC TR,ELSEVIER,2210-4224,2210-4232,5965,6.1,Q1,1.2,75.17
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,ENVIRONMENTAL POLITICS,ENVIRON POLIT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0964-4016,1743-8934,5424,5.9,Q1,1.91,44.89
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,J ENVIRON ECON MANAG,ACADEMIC PRESS INC ELSEVIER SCIENCE,0095-0696,1096-0449,12038,5.9,Q1,1.45,38.79
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,LAND USE POLICY,LAND USE POLICY,ELSEVIER SCI LTD,0264-8377,1873-5754,35259,5.9,Q1,1.41,29.9
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Global Sustainability,GLOB SUSTAIN,CAMBRIDGE UNIV PRESS,,2059-4798,1172,5.8,Q1,0.68,100
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,PROGRESS IN PLANNING,PROG PLANN,PERGAMON-ELSEVIER SCIENCE LTD,0305-9006,1873-4510,1416,5.7,Q1,1.3,38.89
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Environmental and Sustainability Indicators,ENVIRON SUSTAIN IND,ELSEVIER,2665-9727,2665-9727,2035,5.6,Q1,1.09,98.18
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Cleaner and Responsible Consumption,CLEAN RESPONS CONSUM,ELSEVIER,2666-7843,2666-7843,957,5.3,Q1,0.94,98.97
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,CLIMATE POLICY,CLIM POLICY,TAYLOR & FRANCIS LTD,1469-3062,1752-7457,6353,5.2,Q1,1.66,34.74
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,PLOS Climate,PLOS CLIM,PUBLIC LIBRARY SCIENCE,,2767-3200,1000,5.1,Q1,0.77,99.65
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Climate Risk Management,CLIM RISK MANAG,ELSEVIER,2212-0963,2212-0963,3225,5,Q1,1.09,100
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Cleaner Environmental Systems,CLEAN ENVIRON SYST,ELSEVIER,2666-7894,2666-7894,1042,4.9,Q1,0.91,98.88
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Energy & Environment,ENERG ENVIRON-UK,SAGE PUBLICATIONS LTD,0958-305X,2048-4070,3967,4.8,Q1,1.09,3.05
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Sustainability-Science Practice and Policy,SUSTAINABILITY-SCI P,TAYLOR & FRANCIS LTD,,1548-7733,1287,4.8,Q1,0.95,99.29
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Chinese Journal of Population Resources and Environment,CHIN J POPUL RESOUR,KEAI PUBLISHING LTD,2096-9589,2325-4262,1110,4.8,Q1,0.9,97.48
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Earth System Governance,EARTH SYST GOV-NETH,ELSEVIER,2589-8116,2589-8116,797,4.6,Q1,2.01,100
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,ENVIRONMENT AND BEHAVIOR,ENVIRON BEHAV,SAGE PUBLICATIONS INC,0013-9165,1552-390X,8819,4.6,Q1,1.2,40.68
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Regional Sustainability,REG SUSTAIN,KEAI PUBLISHING LTD,2097-0129,2666-660X,540,4.6,Q1,0.98,99.04
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,PLOS Sustainability and Transformation,PLOS SUSTAIN TRANSF,PUBLIC LIBRARY SCIENCE,,2767-3197,323,4.6,Q1,0.75,99.01
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Climate Services,CLIM SERV,ELSEVIER,2405-8807,2405-8807,1691,4.5,Q1,0.91,99.15
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Utilities Policy,UTIL POLICY,ELSEVIER SCI LTD,0957-1787,1878-4356,3517,4.4,Q1,0.97,28.89
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Extractive Industries and Society,EXTRACT IND SOC,ELSEVIER SCI LTD,2214-790X,2214-7918,4272,4.3,Q2,0.93,34.39
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,REGIONAL STUDIES,REG STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0034-3404,1360-0591,11305,4.2,Q2,1.12,29.37
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Business Strategy and Development,BUS STRATEGY DEV,WILEY,,2572-3170,1384,4.2,Q2,0.95,17.8
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Environmental Communication-A Journal of Nature and Culture,ENVIRON COMMUN,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1752-4032,1752-4040,2929,4.1,Q2,1.11,25.93
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,URBAN STUDIES,URBAN STUD,SAGE PUBLICATIONS LTD,0042-0980,1360-063X,16324,4.1,Q2,1.05,42.4
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Management of Environmental Quality,MANAG ENVIRON QUAL,EMERALD GROUP PUBLISHING LTD,1477-7835,1758-6119,3188,4.1,Q2,1.01,1.53
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Frontiers in Climate,FRONT CLIM,FRONTIERS MEDIA SA,,2624-9553,2889,4.1,Q2,0.7,100
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Global Environmental Politics,GLOBAL ENVIRON POLIT,MIT PRESS,1526-3800,1536-0091,2243,4,Q2,1.86,30.3
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Environment and Planning A-Economy and Space,ENVIRON PLANN A,SAGE PUBLICATIONS INC,0308-518X,1472-3409,11477,4,Q2,1.14,49.66
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Energy Efficiency,ENERG EFFIC,SPRINGER,1570-646X,1570-6478,2911,4,Q2,0.64,37.41
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Environmental Policy and Governance,ENVIRON POLICY GOV,"WILEY PERIODICALS, INC",1756-932X,1756-9338,1804,3.9,Q2,0.75,68.67
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,International Journal of Sustainable Transportation,INT J SUSTAIN TRANSP,TAYLOR & FRANCIS INC,1556-8318,1556-8334,3424,3.9,Q2,0.62,19.3
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,ENVIRONMENT,ENVIRONMENT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0013-9157,1939-9154,1562,3.9,Q2,0.61,31.91
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Forest Policy and Economics,FOREST POLICY ECON,ELSEVIER,1389-9341,1872-7050,7125,3.8,Q2,1.17,37.24
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Progress in Disaster Science,PROG DISASTER SCI,ELSEVIER,2590-0617,2590-0617,1281,3.8,Q2,0.79,98.33
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,City and Environment Interactions,CITY ENVIRON INTERAC,ELSEVIER,2590-2520,2590-2520,475,3.8,Q2,0.77,100
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Current Research in Environmental Sustainability,CURR RES ENVIRON SUS,ELSEVIER,2666-0490,2666-0490,1022,3.8,Q2,0.76,100
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Marine Policy,MAR POLICY,ELSEVIER SCI LTD,0308-597X,1872-9460,17081,3.7,Q2,1.45,35.79
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Research in Globalization,RES GLOB,ELSEVIER,,2590-051X,760,3.7,Q2,1.24,98.91
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Ecosystems and People,ECOSYST PEOPLE,TAYLOR & FRANCIS LTD,,2639-5916,1048,3.7,Q2,0.92,98.75
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,NATURAL RESOURCES FORUM,NAT RESOUR FORUM,WILEY,,1477-8947,2067,3.7,Q2,0.84,13.58
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Global Social Challenges Journal,GLOB SOC CHALL J,BRISTOL UNIV PRESS & POLICY PRESS,,2752-3349,123,3.6,Q2,1.4,96
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Regional Environmental Change,REG ENVIRON CHANGE,SPRINGER HEIDELBERG,1436-3798,1436-378X,8304,3.6,Q2,0.78,51.85
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Water Alternatives-An Interdisciplinary Journal on Water Politics and Development,WATER ALTERN,WATER ALTERNATIVES ASSOC,1965-0175,1965-0175,1479,3.6,Q2,0.68,0
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Journal of Human Rights and the Environment,J HUM RIGHTS ENVIRON,EDWARD ELGAR PUBLISHING LTD,1759-7188,1759-7196,346,3.5,Q2,1.98,2.56
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,International Journal of Climate Change Strategies and Management,INT J CLIM CHANG STR,EMERALD GROUP PUBLISHING LTD,1756-8692,1756-8706,1526,3.5,Q2,0.78,100
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Anthropocene Review,ANTHROPOCENE REV,SAGE PUBLICATIONS INC,2053-0196,2053-020X,1206,3.5,Q2,0.69,41.86
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Environment and Society-Advances in Research,ENVIRON SOC,BERGHAHN JOURNALS,2150-6779,2150-6787,591,3.5,Q2,0.5,94.44
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,ENVIRONMENTAL & RESOURCE ECONOMICS,ENVIRON RESOUR ECON,SPRINGER,0924-6460,1573-1502,6498,3.4,Q2,0.91,51.74
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Climate and Development,CLIM DEV,TAYLOR & FRANCIS LTD,1756-5529,1756-5537,3128,3.4,Q2,0.75,20.29
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Oxford Open Energy,OXF OPEN ENERGY,OXFORD UNIV PRESS,,2752-5082,117,3.4,Q2,0.59,100
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Transnational Environmental Law,TRANSNATL ENVIRON LA,CAMBRIDGE UNIV PRESS,2047-1025,2047-1033,715,3.3,Q2,2.2,72.73
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Consumption and Society,CONSUM SOC,BRISTOL UNIV PRESS & POLICY PRESS,,2752-8499,139,3.3,Q2,1.19,20.75
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Sustainability,SUSTAINABILITY-BASEL,MDPI,,2071-1050,283527,3.3,Q2,0.67,99.99
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Environment and Planning E-Nature and Space,ENVIRON PLAN E-NAT,SAGE PUBLICATIONS INC,2514-8486,2514-8494,2214,3.2,Q2,1,42.11
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Journal of the Association of Environmental and Resource Economists,J ASSOC ENVIRON RESO,UNIV CHICAGO PRESS,2333-5955,2333-5963,1867,3.2,Q2,0.95,0.73
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,ECOLOGY AND SOCIETY,ECOL SOC,Resilience Alliance,1708-3087,,13977,3.2,Q2,0.88,98.87
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Land,LAND-BASEL,MDPI,,2073-445X,25153,3.2,Q2,0.77,99.97
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,EUROPEAN PLANNING STUDIES,EUR PLAN STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0965-4313,1469-5944,5819,3.2,Q2,0.75,37.92
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Carbon Management,CARBON MANAG,TAYLOR & FRANCIS LTD,1758-3004,1758-3012,1958,3.2,Q2,0.53,100
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Environmental Research: Infrastructure and Sustainability,ENVIRON RES-INFRASTR,IOP Publishing Ltd,,2634-4505,518,3.2,Q2,0.52,100
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,International Environmental Agreements-Politics Law and Economics,INT ENVIRON AGREEM-P,SPRINGER,1567-9764,1573-1553,1323,3.1,Q2,1.64,65.91
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Environmental Education Research,ENVIRON EDUC RES,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1350-4622,1469-5871,6131,3.1,Q2,1.03,29.68
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Environment and Planning B-Urban Analytics and City Science,ENVIRON PLAN B-URBAN,SAGE PUBLICATIONS LTD,2399-8083,2399-8091,6639,3.1,Q2,0.76,28.54
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,RESOURCE AND ENERGY ECONOMICS,RESOUR ENERGY ECON,ELSEVIER,0928-7655,1873-0221,2512,3.1,Q2,0.66,40.4
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,INTERNATIONAL JOURNAL OF URBAN SCIENCES,INT J URBAN SCI,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1226-5934,2161-6779,1104,3,Q2,0.74,8.2
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Discover Sustainability,DISCOV SUSTAIN,SPRINGERNATURE,,2662-9984,908,3,Q2,0.51,99.84
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,REGIONAL SCIENCE AND URBAN ECONOMICS,REG SCI URBAN ECON,ELSEVIER,0166-0462,1879-2308,4813,2.9,Q2,0.96,22.93
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Urban Science,URBAN SCI,MDPI,,2413-8851,1949,2.9,Q2,0.7,99.79
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,HOUSING STUDIES,HOUSING STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0267-3037,1466-1810,4544,2.9,Q2,0.59,37.17
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Pastoralism-Research Policy and Practice,PASTORALISM,FRONTIERS MEDIA SA,2041-7136,2041-7136,795,2.9,Q2,0.48,100
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Frontiers in Sustainability,FRONT SUSTAIN,FRONTIERS MEDIA SA,,2673-4524,1219,2.9,Q2,0.42,99.18
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Local Environment,LOCAL ENVIRON,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1354-9839,1469-6711,3645,2.8,Q3,0.63,27.24
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Environmental Sociology,ENVIRON SOCIOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2325-1042,2325-1042,994,2.8,Q3,0.53,22.41
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,JOURNAL OF ENVIRONMENTAL LAW,J ENVIRON LAW,OXFORD UNIV PRESS,0952-8873,1464-374X,935,2.7,Q3,1.2,53.95
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,JOURNAL OF REGIONAL SCIENCE,J REGIONAL SCI,WILEY,0022-4146,1467-9787,3212,2.7,Q3,0.7,37.91
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,DISASTERS,DISASTERS,WILEY,0361-3666,1467-7717,3142,2.6,Q3,1.09,59.75
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Journal of Agricultural Education & Extension,J AGRIC EDUC EXT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1389-224X,1750-8622,1208,2.6,Q3,0.9,32.26
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,EUROPEAN URBAN AND REGIONAL STUDIES,EUR URBAN REG STUD,SAGE PUBLICATIONS LTD,0969-7764,1461-7145,1655,2.6,Q3,0.77,40.26
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,International Journal of Housing Policy,INT J HOUS POLICY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1949-1247,1949-1255,999,2.6,Q3,0.53,32.73
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,POPULATION AND ENVIRONMENT,POPUL ENVIRON,SPRINGER,0199-0039,1573-7810,1967,2.5,Q3,1.03,40.79
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,ENVIRONMENT AND PLANNING D-SOCIETY & SPACE,ENVIRON PLANN D,SAGE PUBLICATIONS LTD,0263-7758,1472-3433,5787,2.5,Q3,0.77,48.24
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Climate Change Economics,CLIM CHANG ECON,WORLD SCIENTIFIC PUBL CO PTE LTD,2010-0078,2010-0086,606,2.4,Q3,0.89,11.36
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,JOURNAL OF ENVIRONMENTAL EDUCATION,J ENVIRON EDUC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0095-8964,1940-1892,2424,2.4,Q3,0.85,18.89
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,ENERGY JOURNAL,ENERG J,SAGE PUBLICATIONS INC,0195-6574,1944-9089,3266,2.4,Q3,0.66,10.73
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,ENVIRONMENT AND URBANIZATION,ENVIRON URBAN,SAGE PUBLICATIONS LTD,0956-2478,1746-0301,2678,2.4,Q3,0.58,44.3
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,International Journal of Urban Sustainable Development,INT J URBAN SUSTAIN,TAYLOR & FRANCIS LTD,1946-3138,1946-3146,666,2.4,Q3,0.53,94.52
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Review of European Comparative & International Environmental Law,REV EUR COMP INT ENV,WILEY,2050-0386,2050-0394,816,2.3,Q3,1.73,64
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Science and Public Policy,SCI PUBL POLICY,OXFORD UNIV PRESS,0302-3427,1471-5430,3140,2.3,Q3,0.74,39.26
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,PAPERS IN REGIONAL SCIENCE,PAP REG SCI,ELSEVIER SCI LTD,1056-8190,1435-5957,2881,2.3,Q3,0.64,70.77
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Maritime Studies,MARIT STUD,SPRINGER HEIDELBERG,1872-7859,2212-9790,775,2.3,Q3,0.55,60.48
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Journal of Political Ecology,J POLIT ECOL,UNIV ARIZONA LIBRARIES,1073-0451,1073-0451,1267,2.3,Q3,0.48,8.89
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Journal of Environmental Studies and Sciences,J ENVIRON STUD SCI,SPRINGER,2190-6483,2190-6491,1360,2.3,Q3,0.43,28.44
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Environment and Planning C-Politics and Space,ENVIRON PLAN C-POLIT,SAGE PUBLICATIONS LTD,2399-6544,2399-6552,3544,2.2,Q3,0.62,43.01
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Natural Hazards Review,NAT HAZARDS REV,ASCE-AMER SOC CIVIL ENGINEERS,1527-6988,1527-6996,2482,2.2,Q3,0.5,10.33
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Journal of Energy & Natural Resources Law,J ENERGY NAT RESO LA,TAYLOR & FRANCIS LTD,0264-6811,2376-4538,498,2.1,Q3,1.19,27.27
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,ANNALS OF REGIONAL SCIENCE,ANN REGIONAL SCI,SPRINGER,0570-1864,1432-0592,2558,2.1,Q3,0.6,41.36
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Journal of Housing and the Built Environment,J HOUS BUILT ENVIRON,SPRINGER,1566-4910,1573-7772,2197,2.1,Q3,0.51,38.66
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,INTERNATIONAL REGIONAL SCIENCE REVIEW,INT REGIONAL SCI REV,SAGE PUBLICATIONS INC,0160-0176,1552-6925,1385,2.1,Q3,0.48,15.71
2024,WOS,ENVIRONMENTAL STUDIES,ESCI,Frontiers in Sustainable Cities,FRONT SUSTAIN CITIES,FRONTIERS MEDIA SA,,2624-9634,1551,2.1,Q3,0.47,99.25
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Conservation & Society,CONSERV SOC,WOLTERS KLUWER MEDKNOW PUBLICATIONS,0972-4923,0975-3133,1380,2.1,Q3,0.4,67.14
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Housing Theory & Society,HOUS THEORY SOC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1403-6096,1651-2278,1431,2,Q3,0.56,46.46
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Journal of Environment & Development,J ENVIRON DEV,SAGE PUBLICATIONS INC,1070-4965,1552-5465,1022,2,Q3,0.51,15.56
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Disaster Prevention and Management,DISASTER PREV MANAG,EMERALD GROUP PUBLISHING LTD,0965-3562,1758-6100,1682,2,Q3,0.48,13.82
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,SOCIETY & NATURAL RESOURCES,SOC NATUR RESOUR,TAYLOR & FRANCIS INC,0894-1920,1521-0723,4500,1.9,Q3,0.63,17.2
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Water Resources and Economics,WATER RESOUR ECON,ELSEVIER,2212-4284,2212-4284,463,1.9,Q3,0.54,31.67
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Applied Spatial Analysis and Policy,APPL SPAT ANAL POLIC,SPRINGER,1874-463X,1874-4621,893,1.9,Q3,0.5,28.82
2024,WOS,ENVIRONMENTAL STUDIES,SSCI,Weather Climate and Society,WEATHER CLIM SOC,AMER METEOROLOGICAL SOC,1948-8327,1948-8335,1878,1.9,Q3,0.45,2.76
