jcr_year,schema,category,edition,journal_name,jcr_abbrev,publisher,issn_print,issn_e,total_citations,jif,quartile,jci,oa_citable_pct
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,INDUSTRIAL RELATIONS,IND RELAT,WILEY,0019-8676,1468-232X,1295,2.6,Q2,0.88,58.21
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Advances in Developing Human Resources,ADV DEV HUM RESOUR,SAGE PUBLICATIONS INC,1523-4223,1552-3055,1534,2.4,Q2,1.23,2.44
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,ECONOMIC AND INDUSTRIAL DEMOCRACY,ECON IND DEMOCRACY,SAGE PUBLICATIONS LTD,0143-831X,1461-7099,1453,2.3,Q2,0.82,45.51
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,Work Aging and Retirement,WORK AGING RETIRE,OXFORD UNIV PRESS,2054-4642,2054-4650,972,2.3,Q2,0.79,26.53
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,BRITISH JOURNAL OF INDUSTRIAL RELATIONS,BRIT J IND RELAT,WILEY,0007-1080,1467-8543,1874,2.2,Q2,0.81,64.36
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,EUR J IND RELAT,SAGE PUBLICATIONS LTD,0959-6801,1461-7129,838,2,Q2,1.01,47.83
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Journal for Labour Market Research,J LABOUR MARK RES,SPRINGER HEIDELBERG,2510-5019,2510-5027,516,1.7,Q2,0.83,100
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Employee Responsibilities and Rights Journal,EMPLOY RESPONSIB RIG,SPRINGER,0892-7545,1573-3378,683,1.7,Q2,0.73,20
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,INDUSTRIAL LAW JOURNAL,IND LAW J-UK,OXFORD UNIV PRESS,0305-9332,1464-3669,535,1.6,Q2,1.21,58.1
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,INDUSTRIAL RELATIONS JOURNAL,IND RELAT J,WILEY,0019-8692,1468-2338,758,1.5,Q2,0.68,71.95
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Labour and Industry,LABOUR IND,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1030-1763,2325-5676,381,1.5,Q2,0.59,30
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,MONTHLY LABOR REVIEW,MON LABOR REV,LEGAL BOOKS DEPOT,0098-1818,1937-4658,923,1.5,Q2,0.36,58.21
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,JOURNAL OF LABOR RESEARCH,J LABOR RES,SPRINGER,0195-3613,1936-4768,550,1.4,Q3,0.46,23.68
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,Economic and Labour Relations Review,ECON LABOUR RELAT RE,CAMBRIDGE UNIV PRESS,1035-3046,1838-2673,761,1.3,Q3,0.57,47.2
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Journal of Labor and Society,J LABOR SOC,BRILL,2471-4607,2667-3657,181,1.1,Q3,0.43,17.54
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Workplace-A Journal for Academic Labor,WORKPLACE,UNIV BRITISH COLUMBIA,1715-0094,1715-0094,64,1.1,Q3,0.42,0
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Indian Journal of Labour Economics,INDIAN J LABOUR ECON,INDIAN SOC LABOUR ECONOMICS,0971-7927,0019-5308,544,1.1,Q3,0.38,8.28
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,IZA Journal of Labor Policy,IZA J LABOR POLICY,SCIENDO,2193-9004,2193-9004,318,1.1,Q3,0.27,94.12
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Global Labour Journal,GLOB LABOUR J,MCMASTER UNIV,1918-6711,1918-6711,314,1,Q3,0.54,0
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,International Journal of Comparative Labour Law and Industrial Relations,INT J COMP LABOUR LA,KLUWER LAW INT,0952-617X,1875-838X,205,1,Q3,0.3,0
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Nordic Journal of Working Life Studies,NORD J WORKING LIFE,ROSKILDE UNIV,2245-0157,2245-0157,379,0.9,Q3,0.35,16.67
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,New Horizons in Adult Education and Human Resource Development,NEW HORIZ ADULT EDUC,SAGE PUBLICATIONS INC,1939-4225,1939-4225,256,0.8,Q3,0.38,1.37
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,LABOR HISTORY,LABOR HIST-UK,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0023-656X,1469-9702,543,0.7,Q3,1.17,18.24
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,RELATIONS INDUSTRIELLES-INDUSTRIAL RELATIONS,RELAT IND-IND RELAT,REVUE RELATIONS INDUSTRIELLES INDUSTRIAL RELATIONS,0034-379X,,392,0.6,Q4,0.15,0
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,INTERNATIONAL LABOR AND WORKING-CLASS HISTORY,INT LABOR WORK-CLASS,CAMBRIDGE UNIV PRESS,0147-5479,1471-6445,524,0.5,Q4,1.06,65.59
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,LABOUR-LE TRAVAIL,LABOUR-TRAVAIL,CANADIAN COMMITTEE LABOUR HISTORY,0700-3862,1911-4842,270,0.5,Q4,0.64,0
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Labour-England,LABOUR-ENGL,WILEY,1121-7081,1467-9914,427,0.5,Q4,0.26,39.29
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Revue de l IRES,REV IRES,INST RECHERCHES ECONOMIQUES & SOCIALES-IRES,1145-1378,1145-1378,47,0.4,Q4,0.32,0
2024,WOS,INDUSTRIAL RELATIONS & LABOR,SSCI,Labour History,LABOUR HIST-AUST,LIVERPOOL UNIV PRESS,0023-6942,1839-3039,228,0.3,Q4,0.57,0
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Labor-Studies in Working-Class History of the Americas,LABOR,DUKE UNIV PRESS,1547-6715,1558-1454,167,0.3,Q4,0.11,0
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,African Journal of Employee Relations,AFR J EMPLOYEE RELAT,UNISA PRESS,,2664-3731,16,0.3,Q4,0.09,0
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Cuadernos de Relaciones Laborales,CUAD RELAC LABOR,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES",1131-8635,1988-2572,168,0.3,Q4,0.09,93.22
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,E-Journal of International and Comparative Labour Studies,E-J INT COMP LABOUR,ADAPT UNIV PRESS,2280-4056,2280-4056,39,0.1,Q4,0.03,0
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,International Journal on Working Conditions,INT J WORKING COND,REDE INVESTIGACAO CONDICOES TRABALHO-RICOT,2182-9535,2182-9535,19,0.1,Q4,0.03,0
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Nouvelle Revue du Travail,NOUV REV TRAV,NOUVELLE REVUE TRAVAIL,2263-8989,2263-8989,19,,Q4,0.03,17.07
2024,WOS,INDUSTRIAL RELATIONS & LABOR,ESCI,Revista Pegada,REV PEGADA,"UNIV ESTADUAL PAULISTA JULIO MESQUITA FILHO, FAC CIENCIAS & TECNOLOGIA",1676-1871,1676-3025,14,,Q4,0.01,18.18
