jcr_year,schema,category,edition,journal_name,jcr_abbrev,publisher,issn_print,issn_e,total_citations,jif,quartile,jci,oa_citable_pct
2024,WOS,DEMOGRAPHY,ESCI,Frontiers in Human Dynamics,FRONT HUM DYNAM,FRONTIERS MEDIA SA,,2673-2726,409,1.3,Q3,0.68,100
2024,WOS,DEMOGRAPHY,SSCI,Mathematical Population Studies,MATH POPUL STUD,TAYLOR & FRANCIS INC,0889-8480,1547-724X,263,1.3,Q3,0.56,3.57
2024,WOS,DEMOGRAPHY,ESCI,JOURNAL OF POPULATION RESEARCH,J POPUL RES,SPRINGER,1443-2447,1835-9469,469,1.2,Q3,0.75,50
2024,WOS,DEMOGRAPHY,SSCI,JOURNAL OF BIOSOCIAL SCIENCE,J BIOSOC SCI,CAMBRIDGE UNIV PRESS,0021-9320,1469-7599,1801,1.2,Q3,0.61,43.54
2024,WOS,DEMOGRAPHY,ESCI,Central and Eastern European Migration Review,CENT E EUR MIGR REV,"CENTRE MIGRATION RESEARCH, UNIV WARSAW, POLISH ACADE SCIENCES",,2300-1682,262,1.2,Q3,0.55,100
2024,WOS,DEMOGRAPHY,ESCI,Spatial Demography,SPAT DEMOGR,SPRINGER INT PUBL AG,2364-2289,2164-7070,259,1.1,Q3,0.61,31.03
2024,WOS,DEMOGRAPHY,SSCI,Asian and Pacific Migration Journal,ASIAN PAC MIGR J,SAGE PUBLICATIONS LTD,0117-1968,2057-049X,511,1.1,Q3,0.51,15.48
2024,WOS,DEMOGRAPHY,ESCI,China Population and Development Studies,CHINA POPUL DEV STUD,SPRINGERNATURE,2096-448X,2523-8965,217,1.1,Q3,0.44,60.32
2024,WOS,DEMOGRAPHY,SSCI,Canadian Studies in Population,CAN STUD POPUL,SPRINGER,0380-1489,1927-629X,208,1,Q3,0.54,21.74
2024,WOS,DEMOGRAPHY,SSCI,Biodemography and Social Biology,BIODEMOGR SOC BIOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1948-5565,1948-5573,324,1,Q3,0.48,4.55
2024,WOS,DEMOGRAPHY,ESCI,Nordic Journal of Migration Research,NORD J MIGR RES,HELSINKI UNIV PRESS,1799-649X,1799-649X,485,1,Q3,0.46,100
2024,WOS,DEMOGRAPHY,ESCI,Refuge,REFUGE,"YORK UNIV, CENTER REFUGEE STUDIES",0229-5113,1920-7336,662,1,Q3,0.39,98.31
2024,WOS,DEMOGRAPHY,SSCI,Journal of Demographic Economics,J DEMOGR ECON,CAMBRIDGE UNIV PRESS,2054-0892,2054-0906,278,0.7,Q4,0.46,29.85
2024,WOS,DEMOGRAPHY,ESCI,Migraciones,MIGRACIONES,"UNIV PONTIFICIA COMILLAS MADRID, FAC FILOSOFIA",1138-5774,2341-0833,197,0.7,Q4,0.32,98.68
2024,WOS,DEMOGRAPHY,ESCI,Demografie,DEMOGRAFIE,CESKY STATISTICAL OFFICE,0011-8265,1805-2991,72,0.6,Q4,0.25,2.38
2024,WOS,DEMOGRAPHY,ESCI,Diaspora Studies,DIASPORA STUD,BRILL,0973-9572,0976-3457,111,0.5,Q4,0.23,10.2
2024,WOS,DEMOGRAPHY,ESCI,Population Review,POPUL REV,SOCIOLOGICAL DEMOGRAPHY PRESS,1549-0955,1549-0955,122,0.4,Q4,0.19,0
2024,WOS,DEMOGRAPHY,ESCI,Immigrants and Minorities,IMMIGR MINOR,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0261-9288,1744-0521,220,0.3,Q4,1.06,50
2024,WOS,DEMOGRAPHY,ESCI,Estudios Demograficos y Urbanos,ESTUD DEMOGR URBANOS,"COLEGIO MEXICO, A C, DEPT PUBLICACIONES",0186-7210,2448-6515,199,0.3,Q4,0.12,98.55
2024,WOS,DEMOGRAPHY,ESCI,Poblacion y Salud en Mesoamerica,POBLAC SALUD MESOAM,"UNIV COSTA RICA, CENTRO CENTROAMERICANO POBLACION",1659-0201,1659-0201,68,0.3,Q4,0.1,71.57
2024,WOS,DEMOGRAPHY,SSCI,Papeles de Poblacion,PAPELES POBLAC,UNIV AUTONOMA ESTADO MEXICO,1405-7425,1405-7425,282,0.2,Q4,0.06,65.28
2024,WOS,DEMOGRAPHY,ESCI,Novedades en Poblacion,NOVED POBLAC,UNIV HABANA,1817-4078,1817-4078,73,0.2,Q4,0.01,0
2024,WOS,DEMOGRAPHY,ESCI,Revista Latinoamericana de Poblacion,REV LATINOAM POBLAC,ASOC LATINOAMERICANA POBLACION,,2393-6401,88,0.1,Q4,0.09,86.96
2024,WOS,DEMOGRAPHY,ESCI,Revista Internacional de Estudios Migratorios,REV INT ESTUD MIGR,UNIV ALMERIA,2173-1950,2173-1950,23,0.1,Q4,0.05,88.24
