jcr_year,schema,category,edition,journal_name,jcr_abbrev,publisher,issn_print,issn_e,total_citations,jif,quartile,jci,oa_citable_pct
2024,WOS,SOCIOLOGY,SSCI,Scandinavian Journal of Hospitality and Tourism,SCAND J HOSP TOUR,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1502-2250,1502-2269,1494,3.6,Q1,1.25,54.55
2024,WOS,SOCIOLOGY,SSCI,SOCIAL SCIENCE RESEARCH,SOC SCI RES,ACADEMIC PRESS INC ELSEVIER SCIENCE,0049-089X,1096-0317,6628,3.5,Q1,1.74,26.16
2024,WOS,SOCIOLOGY,SSCI,GENDER & SOCIETY,GENDER SOC,SAGE PUBLICATIONS INC,0891-2432,1552-3977,7172,3.4,Q1,3.07,31.18
2024,WOS,SOCIOLOGY,SSCI,JOURNAL OF MARRIAGE AND FAMILY,J MARRIAGE FAM,WILEY,0022-2445,1741-3737,12165,3.4,Q1,1.54,52.94
2024,WOS,SOCIOLOGY,SSCI,Information Communication & Society,INFORM COMMUN SOC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1369-118X,1468-4462,9069,3.3,Q1,1.68,33.16
2024,WOS,SOCIOLOGY,SSCI,MEDIA CULTURE & SOCIETY,MEDIA CULT SOC,SAGE PUBLICATIONS LTD,0163-4437,1460-3675,4391,3.3,Q1,1.55,37.12
2024,WOS,SOCIOLOGY,SSCI,BRITISH JOURNAL OF SOCIOLOGY,BRIT J SOCIOL,WILEY,0007-1315,1468-4446,4720,3.3,Q1,1.52,76.74
2024,WOS,SOCIOLOGY,ESCI,Consumption and Society,CONSUM SOC,BRISTOL UNIV PRESS & POLICY PRESS,,2752-8499,139,3.3,Q1,1.19,20.75
2024,WOS,SOCIOLOGY,SSCI,SOCIAL FORCES,SOC FORCES,OXFORD UNIV PRESS INC,0037-7732,1534-7605,9703,3.1,Q1,1.52,20.63
2024,WOS,SOCIOLOGY,SSCI,Health Sociology Review,HEALTH SOCIOL REV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1446-1242,1839-3551,871,3.1,Q1,1.38,45.16
2024,WOS,SOCIOLOGY,SSCI,Annual Review of Law and Social Science,ANNU REV LAW SOC SCI,ANNUAL REVIEWS,1550-3585,1550-3631,1629,3,Q1,2.04,67.8
2024,WOS,SOCIOLOGY,SSCI,Society and Mental Health,SOC MENT HEALTH,SAGE PUBLICATIONS INC,2156-8693,2156-8731,791,3,Q1,1.61,24.14
2024,WOS,SOCIOLOGY,SSCI,EUROPEAN SOCIOLOGICAL REVIEW,EUR SOCIOL REV,OXFORD UNIV PRESS,0266-7215,1468-2672,5322,3,Q1,1.49,55.88
2024,WOS,SOCIOLOGY,SSCI,City & Community,CITY COMMUNITY,SAGE PUBLICATIONS INC,1535-6841,1540-6040,1596,3,Q1,1.03,14.58
2024,WOS,SOCIOLOGY,SSCI,Cornell Hospitality Quarterly,CORNELL HOSP Q,SAGE PUBLICATIONS INC,1938-9655,1938-9663,1974,3,Q1,0.93,14.44
2024,WOS,SOCIOLOGY,SSCI,SOCIAL PROBLEMS,SOC PROBL,OXFORD UNIV PRESS INC,0037-7791,1533-8533,6082,2.9,Q1,1.63,9.87
2024,WOS,SOCIOLOGY,SSCI,Qualitative Research,QUAL RES,SAGE PUBLICATIONS LTD,1468-7941,1741-3109,6080,2.9,Q1,1.52,100
2024,WOS,SOCIOLOGY,SSCI,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,SOCIOLOGY,SAGE PUBLICATIONS LTD,0038-0385,1469-8684,7413,2.9,Q1,1.37,64.38
2024,WOS,SOCIOLOGY,SSCI,SOCIOLOGY OF EDUCATION,SOCIOL EDUC,SAGE PUBLICATIONS INC,0038-0407,1939-8573,3368,2.8,Q1,1.65,32.69
2024,WOS,SOCIOLOGY,SSCI,SOCIAL INDICATORS RESEARCH,SOC INDIC RES,SPRINGER,0303-8300,1573-0921,16348,2.8,Q1,1.51,45.26
2024,WOS,SOCIOLOGY,SSCI,International Journal of Intercultural Relations,INT J INTERCULT REL,PERGAMON-ELSEVIER SCIENCE LTD,0147-1767,1873-7552,5570,2.8,Q1,1.24,29.37
2024,WOS,SOCIOLOGY,SSCI,Sociology of Race and Ethnicity,SOCIOL RACE ETHNIC,SAGE PUBLICATIONS INC,2332-6492,2332-6506,1594,2.8,Q1,1.24,11.02
2024,WOS,SOCIOLOGY,SSCI,RACE & CLASS,RACE CLASS,SAGE PUBLICATIONS LTD,0306-3968,1741-3125,1158,2.8,Q1,1.22,38.1
2024,WOS,SOCIOLOGY,SSCI,POLITICS & SOCIETY,POLIT SOC,SAGE PUBLICATIONS INC,0032-3292,1552-7514,2343,2.7,Q1,1.39,36.36
2024,WOS,SOCIOLOGY,SSCI,DISCOURSE & SOCIETY,DISCOURSE SOC,SAGE PUBLICATIONS LTD,0957-9265,1460-3624,2878,2.7,Q1,1.12,28.28
2024,WOS,SOCIOLOGY,SSCI,SOCIOLOGY OF HEALTH & ILLNESS,SOCIOL HEALTH ILL,WILEY,0141-9889,1467-9566,5767,2.7,Q1,1.07,72.79
2024,WOS,SOCIOLOGY,SSCI,International Political Sociology,INT POLIT SOCIOL,OXFORD UNIV PRESS,1749-5679,1749-5687,1664,2.6,Q1,1.58,63.83
2024,WOS,SOCIOLOGY,SSCI,Socio-Economic Review,SOCIO-ECON REV,OXFORD UNIV PRESS,1475-1461,1475-147X,3055,2.6,Q1,1.36,41.13
2024,WOS,SOCIOLOGY,SSCI,LANGUAGE IN SOCIETY,LANG SOC,CAMBRIDGE UNIV PRESS,0047-4045,1469-8013,2904,2.6,Q1,1.27,57.94
2024,WOS,SOCIOLOGY,SSCI,International Review for the Sociology of Sport,INT REV SOCIOL SPORT,SAGE PUBLICATIONS LTD,1012-6902,1461-7218,2698,2.6,Q1,0.87,49.47
2024,WOS,SOCIOLOGY,SSCI,Journal of Consumer Culture,J CONSUM CULT,SAGE PUBLICATIONS LTD,1469-5405,1741-2900,1887,2.5,Q1,1.79,34.62
2024,WOS,SOCIOLOGY,SSCI,Sociological Methodology,SOCIOL METHODOL,SAGE PUBLICATIONS INC,0081-1750,1467-9531,3097,2.5,Q1,1.43,32.43
2024,WOS,SOCIOLOGY,SSCI,SOCIAL NETWORKS,SOC NETWORKS,ELSEVIER,0378-8733,1879-2111,6786,2.4,Q1,1.74,41.62
2024,WOS,SOCIOLOGY,SSCI,Social Movement Studies,SOC MOVEMENT STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1474-2837,1474-2829,2050,2.4,Q1,1.19,25.83
2024,WOS,SOCIOLOGY,SSCI,SOCIOLOGICAL REVIEW,SOCIOL REV,SAGE PUBLICATIONS LTD,0038-0261,1467-954X,5533,2.4,Q1,1.15,62.66
2024,WOS,SOCIOLOGY,SSCI,ANTHROZOOS,ANTHROZOOS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0892-7936,1753-0377,2599,2.3,Q1,0.96,27.04
2024,WOS,SOCIOLOGY,SSCI,GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS,GLOBAL NETW,WILEY,1470-2266,1471-0374,2105,2.2,Q1,1.3,55.63
2024,WOS,SOCIOLOGY,SSCI,EUROPEAN SOCIETIES,EUR SOC,MIT PRESS,1461-6696,1469-8307,1954,2.2,Q1,1.2,46.36
2024,WOS,SOCIOLOGY,ESCI,Frontiers in Sociology,FRONT SOCIOL,FRONTIERS MEDIA SA,,2297-7775,2550,2.2,Q1,1.1,99.86
2024,WOS,SOCIOLOGY,SSCI,SOCIOLOGY OF SPORT JOURNAL,SOCIOL SPORT J,HUMAN KINETICS PUBL INC,0741-1235,1543-2785,1627,2.2,Q1,0.82,4.64
2024,WOS,SOCIOLOGY,SSCI,LAW & SOCIETY REVIEW,LAW SOC REV,CAMBRIDGE UNIV PRESS,0023-9216,1540-5893,3275,2.1,Q1,2.07,48.1
2024,WOS,SOCIOLOGY,SSCI,Sociological Science,SOCIOL SCI,SOC SOCIOLOGICAL SCIENCE,,2330-6696,1370,2.1,Q1,1.27,82.98
2024,WOS,SOCIOLOGY,SSCI,Sociology Compass,SOCIOL COMPASS,WILEY,1751-9020,1751-9020,4301,2.1,Q1,1.19,41.44
2024,WOS,SOCIOLOGY,SSCI,New Directions for Child and Adolescent Development,NEW DIR CHILD ADOLES,WILEY,1520-3247,1534-8687,2015,2.1,Q1,1.09,47.22
2024,WOS,SOCIOLOGY,SSCI,BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,BRIT J SOCIOL EDUC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0142-5692,1465-3346,3094,2.1,Q1,1.03,44.55
2024,WOS,SOCIOLOGY,SSCI,Qualitative Sociology,QUAL SOCIOL,SPRINGER,0162-0436,1573-7837,2099,2.1,Q1,1.02,32.39
2024,WOS,SOCIOLOGY,SSCI,SOCIAL PSYCHOLOGY QUARTERLY,SOC PSYCHOL QUART,SAGE PUBLICATIONS INC,0190-2725,1939-8999,3919,2.1,Q1,0.95,14.29
2024,WOS,SOCIOLOGY,SSCI,Nations and Nationalism,NATIONS NATL,WILEY,1354-5078,1469-8129,2075,2,Q2,2.04,52.54
2024,WOS,SOCIOLOGY,SSCI,Research in Social Stratification and Mobility,RES SOC STRAT MOBIL,ELSEVIER SCI LTD,0276-5624,1878-5654,1871,2,Q2,1.31,45.25
2024,WOS,SOCIOLOGY,ESCI,Socius,SOCIUS,SAGE PUBLICATIONS INC,2378-0231,2378-0231,2328,2,Q2,1.23,96.7
2024,WOS,SOCIOLOGY,SSCI,ETHNIC AND RACIAL STUDIES,ETHNIC RACIAL STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0141-9870,1466-4356,8278,2,Q2,1.22,42.77
2024,WOS,SOCIOLOGY,SSCI,JOURNAL OF SOCIOLOGY,J SOCIOL,SAGE PUBLICATIONS LTD,1440-7833,1741-2978,1865,2,Q2,0.82,45.36
2024,WOS,SOCIOLOGY,SSCI,Du Bois Review-Social Science Research on Race,DU BOIS REV,CAMBRIDGE UNIV PRESS,1742-058X,1742-0598,1361,2,Q2,0.79,56
2024,WOS,SOCIOLOGY,ESCI,International Journal of Japanese Sociology,INT J JPN SOCIOL,WILEY,0918-7545,1475-6781,102,2,Q2,0.63,0
2024,WOS,SOCIOLOGY,SSCI,JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,J SCI STUD RELIG,WILEY,0021-8294,1468-5906,3370,1.9,Q2,2.63,40.15
2024,WOS,SOCIOLOGY,SSCI,JOURNAL OF LAW AND SOCIETY,J LAW SOC,WILEY,0263-323X,1467-6478,1168,1.9,Q2,1.25,69.44
2024,WOS,SOCIOLOGY,SSCI,RURAL SOCIOLOGY,RURAL SOCIOL,WILEY,0036-0112,1549-0831,2242,1.9,Q2,1.1,41.44
2024,WOS,SOCIOLOGY,SSCI,Crime Media Culture,CRIME MEDIA CULT,SAGE PUBLICATIONS LTD,1741-6590,1741-6604,730,1.9,Q2,0.97,44.29
2024,WOS,SOCIOLOGY,SSCI,Journal of Cultural Economy,J CULT ECON-UK,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1753-0350,1753-0369,1979,1.9,Q2,0.96,33.14
2024,WOS,SOCIOLOGY,SSCI,JOURNAL OF LEISURE RESEARCH,J LEISURE RES,TAYLOR & FRANCIS INC,0022-2216,2159-6417,2628,1.9,Q2,0.93,6.5
2024,WOS,SOCIOLOGY,SSCI,YOUTH & SOCIETY,YOUTH SOC,SAGE PUBLICATIONS INC,0044-118X,1552-8499,2419,1.9,Q2,0.86,16.77
2024,WOS,SOCIOLOGY,SSCI,LEISURE SCIENCES,LEISURE SCI,TAYLOR & FRANCIS INC,0149-0400,1521-0588,3266,1.9,Q2,0.81,12.41
2024,WOS,SOCIOLOGY,SSCI,Social Justice Research,SOC JUSTICE RES,SPRINGER,0885-7466,1573-6725,1474,1.9,Q2,0.79,48.28
2024,WOS,SOCIOLOGY,SSCI,JOURNAL OF SPORT & SOCIAL ISSUES,J SPORT SOC ISSUES,SAGE PUBLICATIONS INC,0193-7235,1552-7638,1514,1.9,Q2,0.78,14.81
2024,WOS,SOCIOLOGY,SSCI,SOCIETY & NATURAL RESOURCES,SOC NATUR RESOUR,TAYLOR & FRANCIS INC,0894-1920,1521-0723,4500,1.9,Q2,0.63,17.2
2024,WOS,SOCIOLOGY,SSCI,Cultural Sociology,CULT SOCIOL-LONDON,SAGE PUBLICATIONS LTD,1749-9755,1749-9763,929,1.8,Q2,0.87,40.95
2024,WOS,SOCIOLOGY,SSCI,SOCIAL SCIENCE QUARTERLY,SOC SCI QUART,WILEY,0038-4941,1540-6237,5870,1.8,Q2,0.84,31.16
2024,WOS,SOCIOLOGY,ESCI,Chinese Journal of Sociology,CHINESE J SOCIOL,SAGE PUBLICATIONS LTD,2057-150X,2057-1518,545,1.8,Q2,0.71,14.71
2024,WOS,SOCIOLOGY,SSCI,POETICS,POETICS,ELSEVIER,0304-422X,1872-7514,2881,1.7,Q2,5.88,39.55
2024,WOS,SOCIOLOGY,SSCI,SOCIOLOGY OF RELIGION,SOCIOL RELIG,OXFORD UNIV PRESS INC,1069-4404,1759-8818,1213,1.7,Q2,2.65,21.21
2024,WOS,SOCIOLOGY,SSCI,REVIEW OF RELIGIOUS RESEARCH,REV RELIG RES,SAGE PUBLICATIONS INC,0034-673X,2211-4866,1006,1.7,Q2,2.19,7.95
2024,WOS,SOCIOLOGY,ESCI,Social Currents,SOC CURR,SAGE PUBLICATIONS INC,2329-4965,2329-4973,601,1.7,Q2,1.06,11.63
2024,WOS,SOCIOLOGY,ESCI,Distinktion-Journal of Social Theory,DISTINKTION,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1600-910X,2159-9149,390,1.7,Q2,0.83,45.21
2024,WOS,SOCIOLOGY,SSCI,HUMAN ECOLOGY,HUM ECOL,SPRINGER/PLENUM PUBLISHERS,0300-7839,1572-9915,3213,1.7,Q2,0.82,34.86
2024,WOS,SOCIOLOGY,SSCI,Critical Sociology,CRIT SOCIOL,SAGE PUBLICATIONS INC,0896-9205,1569-1632,2230,1.7,Q2,0.79,28.57
2024,WOS,SOCIOLOGY,SSCI,ARMED FORCES & SOCIETY,ARMED FORCES SOC,SAGE PUBLICATIONS INC,0095-327X,1556-0848,1447,1.7,Q2,0.65,16.96
2024,WOS,SOCIOLOGY,SSCI,Sport in Society,SPORT SOC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1743-0437,1743-0445,2736,1.7,Q2,0.55,31.91
2024,WOS,SOCIOLOGY,ESCI,Societies,SOCIETIES,MDPI,,2075-4698,2146,1.6,Q2,1,100
2024,WOS,SOCIOLOGY,ESCI,Emotions and Society,EMOTION SOC,BRISTOL UNIV PRESS & POLICY PRESS,2631-6897,2631-6900,162,1.6,Q2,0.91,17.5
2024,WOS,SOCIOLOGY,SSCI,SOCIOLOGICAL INQUIRY,SOCIOL INQ,WILEY,0038-0245,1475-682X,2072,1.6,Q2,0.9,28.95
2024,WOS,SOCIOLOGY,SSCI,CURRENT SOCIOLOGY,CURR SOCIOL,SAGE PUBLICATIONS LTD,0011-3921,1461-7064,3031,1.6,Q2,0.87,34.55
2024,WOS,SOCIOLOGY,SSCI,SYMBOLIC INTERACTION,SYMB INTERACT,WILEY,0195-6086,1533-8665,1852,1.6,Q2,0.82,50.6
2024,WOS,SOCIOLOGY,ESCI,Journal of Race Ethnicity and Politics,J RACE ETHN POLITICS,CAMBRIDGE UNIV PRESS,,2056-6085,328,1.6,Q2,0.71,53.09
2024,WOS,SOCIOLOGY,SSCI,Men and Masculinities,MEN MASC,SAGE PUBLICATIONS INC,1097-184X,1552-6828,1796,1.5,Q2,1.11,33.71
2024,WOS,SOCIOLOGY,SSCI,INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,INT J COMP SOCIOL,SAGE PUBLICATIONS INC,0020-7152,1745-2554,1181,1.5,Q2,0.98,33.33
2024,WOS,SOCIOLOGY,ESCI,Community Work & Family,COMMUNITY WORK FAM,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1366-8803,1469-3615,1304,1.5,Q2,0.9,25.58
2024,WOS,SOCIOLOGY,SSCI,Sexualities,SEXUALITIES,SAGE PUBLICATIONS INC,1363-4607,1461-7382,2323,1.5,Q2,0.89,44.73
2024,WOS,SOCIOLOGY,SSCI,SOCIOLOGICAL FORUM,SOCIOL FORUM,WILEY,0884-8971,1573-7861,2862,1.5,Q2,0.84,39.41
2024,WOS,SOCIOLOGY,SSCI,Mobilization,MOBILIZATION,SAN DIEGO STATE UNIV,1086-671X,,1099,1.5,Q2,0.79,2.74
2024,WOS,SOCIOLOGY,SSCI,European Journal of Sociology-Archives Europeennes de Sociologie,EUR J SOCIOL,CAMBRIDGE UNIV PRESS,0003-9756,1474-0583,962,1.5,Q2,0.73,59.52
2024,WOS,SOCIOLOGY,ESCI,NORMA,NORMA,TAYLOR & FRANCIS LTD,1890-2138,1890-2146,382,1.5,Q2,0.73,32.65
2024,WOS,SOCIOLOGY,ESCI,International Studies in Sociology of Education,INT STUD SOCIOL EDUC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0962-0214,1747-5066,642,1.5,Q2,0.71,33.85
2024,WOS,SOCIOLOGY,SSCI,Journal of Immigrant & Refugee Studies,J IMMIGR REFUG STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1556-2948,1556-2956,1113,1.5,Q2,0.71,28.92
2024,WOS,SOCIOLOGY,ESCI,Network Science,NETW SCI,CAMBRIDGE UNIV PRESS,2050-1242,2050-1250,868,1.5,Q2,0.57,74.24
2024,WOS,SOCIOLOGY,ESCI,Global Discourse,GLOB DISCOURSE,BRISTOL UNIV PRESS & POLICY PRESS,2326-9995,2043-7897,437,1.4,Q2,1.24,31.51
2024,WOS,SOCIOLOGY,SSCI,Race and Social Problems,RACE SOC PROBL,SPRINGER,1867-1748,1867-1756,1037,1.4,Q2,1.23,18.18
2024,WOS,SOCIOLOGY,SSCI,European Journal of Social Theory,EUR J SOC THEORY,SAGE PUBLICATIONS LTD,1368-4310,1461-7137,2135,1.4,Q2,1.1,50
2024,WOS,SOCIOLOGY,SSCI,Chinese Sociological Review,CHINESE SOCIOL REV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2162-0555,2162-0563,795,1.4,Q2,0.87,7.94
2024,WOS,SOCIOLOGY,SSCI,THEORY AND SOCIETY,THEOR SOC,SPRINGER,0304-2421,1573-7853,4186,1.4,Q2,0.87,47.17
2024,WOS,SOCIOLOGY,SSCI,DEVIANT BEHAVIOR,DEVIANT BEHAV,TAYLOR & FRANCIS INC,0163-9625,1521-0456,2611,1.4,Q2,0.73,17.46
2024,WOS,SOCIOLOGY,SSCI,SOCIOLOGICAL QUARTERLY,SOCIOL QUART,TAYLOR & FRANCIS INC,0038-0253,1533-8525,2549,1.4,Q2,0.73,9.72
2024,WOS,SOCIOLOGY,SSCI,SOCIETY,SOCIETY,SPRINGER,0147-2011,1936-4725,1222,1.4,Q2,0.65,27.54
2024,WOS,SOCIOLOGY,SSCI,ACTA SOCIOLOGICA,ACTA SOCIOL,SAGE PUBLICATIONS LTD,0001-6993,1502-3869,1411,1.4,Q2,0.61,57.69
2024,WOS,SOCIOLOGY,SSCI,Body & Society,BODY SOC,SAGE PUBLICATIONS LTD,1357-034X,1460-3632,1279,1.4,Q2,0.61,55.32
2024,WOS,SOCIOLOGY,SSCI,Young,YOUNG,SAGE PUBLICATIONS LTD,1103-3088,1741-3222,805,1.3,Q3,0.95,80.46
2024,WOS,SOCIOLOGY,SSCI,Innovation-The European Journal of Social Science Research,INNOVATION-ABINGDON,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1351-1610,1469-8412,1203,1.3,Q3,0.77,29.09
2024,WOS,SOCIOLOGY,ESCI,International Journal of Sociology and Social Policy,INT J SOCIOL SOC POL,EMERALD GROUP PUBLISHING LTD,0144-333X,1758-6720,1593,1.3,Q3,0.71,15.71
2024,WOS,SOCIOLOGY,SSCI,SOCIOLOGICAL RESEARCH ONLINE,SOCIOL RES ONLINE,SAGE PUBLICATIONS LTD,1360-7804,1360-7804,2024,1.3,Q3,0.7,48.95
2024,WOS,SOCIOLOGY,SSCI,RATIONALITY AND SOCIETY,RATION SOC,SAGE PUBLICATIONS LTD,1043-4631,1461-7358,935,1.3,Q3,0.69,40.32
2024,WOS,SOCIOLOGY,ESCI,International Review of Sociology-Revue Internationale de Sociologie,INT REV SOCIOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0390-6701,1469-9273,659,1.3,Q3,0.66,14.94
2024,WOS,SOCIOLOGY,ESCI,Journal of Chinese Sociology,J CHINESE SOCIOL,SPRINGERNATURE,,2198-2635,356,1.3,Q3,0.64,100
2024,WOS,SOCIOLOGY,ESCI,Journal of Intercultural Studies,J INTERCULT STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0725-6868,1469-9540,1077,1.3,Q3,0.58,27.22
2024,WOS,SOCIOLOGY,SSCI,BERLINER JOURNAL FUR SOZIOLOGIE,BERL J SOZIOL,VS VERLAG SOZIALWISSENSCHAFTEN-GWV FACHVERLAGE GMBH,0863-1808,1862-2593,171,1.3,Q3,0.5,96.15
2024,WOS,SOCIOLOGY,ESCI,International Journal of the Sociology of Language,INT J SOCIOL LANG,WALTER DE GRUYTER GMBH,0165-2516,1613-3668,1237,1.2,Q3,0.8,24.09
2024,WOS,SOCIOLOGY,ESCI,Rural Society,RURAL SOC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1037-1656,2204-0536,341,1.2,Q3,0.65,7.32
2024,WOS,SOCIOLOGY,SSCI,Canadian Review of Sociology-Revue Canadienne de Sociologie,CAN REV SOCIOL,WILEY,1755-6171,1755-618X,833,1.2,Q3,0.59,37.14
2024,WOS,SOCIOLOGY,SSCI,American Journal of Cultural Sociology,AM J CULT SOCIOL,PALGRAVE MACMILLAN LTD,2049-7113,2049-7121,483,1.2,Q3,0.55,28.77
2024,WOS,SOCIOLOGY,SSCI,COMPARATIVE STUDIES IN SOCIETY AND HISTORY,COMP STUD SOC HIST,CAMBRIDGE UNIV PRESS,0010-4175,1475-2999,2748,1.1,Q3,1.59,72.81
2024,WOS,SOCIOLOGY,SSCI,SOCIOLOGICAL PERSPECTIVES,SOCIOL PERSPECT,SAGE PUBLICATIONS INC,0731-1214,1533-8673,2154,1.1,Q3,0.9,21.59
2024,WOS,SOCIOLOGY,ESCI,International Journal of Sociology,INT J SOCIOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0020-7659,1557-9336,558,1.1,Q3,0.82,35.21
2024,WOS,SOCIOLOGY,SSCI,SOCIOLOGICAL SPECTRUM,SOCIOL SPECTRUM,TAYLOR & FRANCIS INC,0273-2173,1521-0707,884,1.1,Q3,0.79,2.38
2024,WOS,SOCIOLOGY,SSCI,Food Culture & Society,FOOD CULT SOC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1552-8014,1751-7443,922,1.1,Q3,0.56,25.26
2024,WOS,SOCIOLOGY,ESCI,AMERICAN SOCIOLOGIST,AM SOCIOL,SPRINGER,0003-1232,1936-4784,713,1.1,Q3,0.55,36.19
2024,WOS,SOCIOLOGY,SSCI,Ethnography,ETHNOGRAPHY,SAGE PUBLICATIONS LTD,1466-1381,1741-2714,1638,1.1,Q3,0.55,23.14
2024,WOS,SOCIOLOGY,SSCI,TEACHING SOCIOLOGY,TEACH SOCIOL,SAGE PUBLICATIONS INC,0092-055X,1939-862X,899,1.1,Q3,0.55,11.36
2024,WOS,SOCIOLOGY,SSCI,INTERNATIONAL SOCIOLOGY,INT SOCIOL,SAGE PUBLICATIONS LTD,0268-5809,1461-7242,1964,1.1,Q3,0.48,17.65
2024,WOS,SOCIOLOGY,SSCI,Revista Espanola de Investigaciones Sociologicas,REV ESP INVESTIG SOC,CENTRO INVESTIGACIONES SOCIOLOGICAS,0210-5233,1988-5903,623,1.1,Q3,0.44,91.51
2024,WOS,SOCIOLOGY,SSCI,SOCIETY & ANIMALS,SOC ANIM,BRILL,1063-1119,1568-5306,938,1,Q3,0.64,14.41
2024,WOS,SOCIOLOGY,SSCI,Biodemography and Social Biology,BIODEMOGR SOC BIOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1948-5565,1948-5573,324,1,Q3,0.48,4.55
2024,WOS,SOCIOLOGY,SSCI,HUMAN STUDIES,HUM STUD,SPRINGER,0163-8548,1572-851X,1077,1,Q3,0.48,58.78
2024,WOS,SOCIOLOGY,ESCI,Journal of World-Systems Research,J WORLD SYST RES,"UNIV PITTSBURGH, UNIV LIBRARY SYSTEM",,1076-156X,516,1,Q3,0.47,98.59
