jcr_year,schema,category,edition,journal_name,jcr_abbrev,publisher,issn_print,issn_e,total_citations,jif,quartile,jci,oa_citable_pct
2024,WOS,ECONOMICS,SSCI,ECONOMETRICA,ECONOMETRICA,WILEY,0012-9682,1468-0262,43246,7.1,Q1,2.75,12.5
2024,WOS,ECONOMICS,SSCI,INTERNATIONAL JOURNAL OF FORECASTING,INT J FORECASTING,ELSEVIER,0169-2070,1872-8200,9948,7.1,Q1,2.18,35.69
2024,WOS,ECONOMICS,SSCI,Borsa Istanbul Review,BORSA ISTANB REV,ELSEVIER,2214-8450,2214-8469,2947,7.1,Q1,2.15,100
2024,WOS,ECONOMICS,SSCI,Econometrics Journal,ECONOMET J,OXFORD UNIV PRESS,1368-4221,1368-423X,2274,7,Q1,1.44,18.18
2024,WOS,ECONOMICS,SSCI,Asian Economic Policy Review,ASIAN ECON POLICY R,WILEY,1832-8105,1748-3131,605,7,Q1,1.41,25.71
2024,WOS,ECONOMICS,SSCI,REVIEW OF ECONOMICS AND STATISTICS,REV ECON STAT,MIT PRESS,0034-6535,1530-9142,21497,6.8,Q1,2.42,11.29
2024,WOS,ECONOMICS,SSCI,JOURNAL OF ACCOUNTING & ECONOMICS,J ACCOUNT ECON,ELSEVIER,0165-4101,1879-1980,16521,6.8,Q1,1.87,15.07
2024,WOS,ECONOMICS,SSCI,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,TRANSPORT RES A-POL,PERGAMON-ELSEVIER SCIENCE LTD,0965-8564,1879-2375,24017,6.8,Q1,1.69,35.37
2024,WOS,ECONOMICS,SSCI,American Economic Review-Insights,AM ECON REV INSIGHTS,AMER ECONOMIC ASSOC,2640-205X,2640-2068,1400,6.7,Q1,2.18,0
2024,WOS,ECONOMICS,SSCI,Review of Environmental Economics and Policy,REV ENV ECON POLICY,UNIV CHICAGO PRESS,1750-6816,1750-6824,2428,6.6,Q1,1.89,3.51
2024,WOS,ECONOMICS,SSCI,REVIEW OF ECONOMIC STUDIES,REV ECON STUD,OXFORD UNIV PRESS,0034-6527,1467-937X,20521,6.4,Q1,1.93,20.57
2024,WOS,ECONOMICS,SSCI,European Research on Management and Business Economics,EUR RES MANAG BUS EC,ELSEVIER SCI LTD,2444-8834,2444-8842,1212,6.4,Q1,1.71,98.81
2024,WOS,ECONOMICS,SSCI,ECONOMIC POLICY,ECON POLICY,OXFORD UNIV PRESS,0266-4658,1468-0327,2055,6.4,Q1,1.68,35.48
2024,WOS,ECONOMICS,SSCI,JOURNAL OF POLITICAL ECONOMY,J POLIT ECON,UNIV CHICAGO PRESS,0022-3808,1537-534X,32443,6.3,Q1,2.08,4.08
2024,WOS,ECONOMICS,SSCI,Journal of Transport Geography,J TRANSP GEOGR,ELSEVIER SCI LTD,0966-6923,1873-1236,16756,6.3,Q1,1.88,31.87
2024,WOS,ECONOMICS,SSCI,ECOLOGICAL ECONOMICS,ECOL ECON,ELSEVIER,0921-8009,1873-6106,35499,6.3,Q1,1.57,45.45
2024,WOS,ECONOMICS,SSCI,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,TRANSPORT RES B-METH,PERGAMON-ELSEVIER SCIENCE LTD,0191-2615,1879-2367,19133,6.3,Q1,1.44,21.93
2024,WOS,ECONOMICS,SSCI,American Economic Journal-Applied Economics,AM ECON J-APPL ECON,AMER ECONOMIC ASSOC,1945-7782,1945-7790,6816,6.2,Q1,1.94,1.13
2024,WOS,ECONOMICS,ESCI,Equilibrium-Quarterly Journal of Economics and Economic Policy,EQUILIBRIUM,INST ECONOMIC RESEARCH-POLAND,1689-765X,2353-3293,779,6.2,Q1,1.77,96.26
2024,WOS,ECONOMICS,SSCI,Journal of International Financial Markets Institutions & Money,J INT FINANC MARK I,ELSEVIER,1042-4431,1873-0612,5789,6.1,Q1,1.7,28.81
2024,WOS,ECONOMICS,SSCI,JOURNAL OF HUMAN RESOURCES,J HUM RESOUR,UNIV WISCONSIN PRESS,0022-166X,1548-8004,6561,6,Q1,2.39,27.72
2024,WOS,ECONOMICS,SSCI,FOOD POLICY,FOOD POLICY,ELSEVIER SCI LTD,0306-9192,1873-5657,10970,6,Q1,1.9,46.67
2024,WOS,ECONOMICS,SSCI,VALUE IN HEALTH,VALUE HEALTH,ELSEVIER SCIENCE INC,1098-3015,1524-4733,14950,6,Q1,1.5,37.59
2024,WOS,ECONOMICS,SSCI,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,J ENVIRON ECON MANAG,ACADEMIC PRESS INC ELSEVIER SCIENCE,0095-0696,1096-0449,12038,5.9,Q1,1.45,38.79
2024,WOS,ECONOMICS,SSCI,American Economic Journal-Macroeconomics,AM ECON J-MACROECON,AMER ECONOMIC ASSOC,1945-7707,1945-7715,4410,5.7,Q1,2.21,0.63
2024,WOS,ECONOMICS,SSCI,International Review of Economics & Finance,INT REV ECON FINANC,ELSEVIER,1059-0560,1873-8036,10982,5.6,Q1,1.72,11.23
2024,WOS,ECONOMICS,SSCI,Structural Change and Economic Dynamics,STRUCT CHANGE ECON D,ELSEVIER,0954-349X,1873-6017,5278,5.5,Q1,1.78,23.2
2024,WOS,ECONOMICS,SSCI,CHINA ECONOMIC REVIEW,CHINA ECON REV,ELSEVIER SCIENCE INC,1043-951X,1873-7781,9158,5.5,Q1,1.75,4.3
2024,WOS,ECONOMICS,SSCI,REVIEW OF FINANCIAL STUDIES,REV FINANC STUD,OXFORD UNIV PRESS INC,0893-9454,1465-7368,29654,5.4,Q1,2.05,16.37
2024,WOS,ECONOMICS,SSCI,SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,ELSEVIER SCIENCE INC,0038-0121,1873-6041,6421,5.4,Q1,1.69,24.24
2024,WOS,ECONOMICS,SSCI,American Economic Journal-Economic Policy,AM ECON J-ECON POLIC,AMER ECONOMIC ASSOC,1945-7731,1945-774X,5588,5.3,Q1,1.75,1.04
2024,WOS,ECONOMICS,SSCI,Transport Policy,TRANSPORT POLICY,ELSEVIER SCI LTD,0967-070X,1879-310X,13783,5.3,Q1,1.71,27.57
2024,WOS,ECONOMICS,SSCI,Annual Review of Financial Economics,ANNU REV FINANC ECON,ANNUAL REVIEWS,1941-1367,1941-1375,1746,5.2,Q1,0.95,56.58
2024,WOS,ECONOMICS,SSCI,JOURNAL OF ECONOMIC SURVEYS,J ECON SURV,WILEY,0950-0804,1467-6419,5920,5,Q1,1.67,44.15
2024,WOS,ECONOMICS,SSCI,JOURNAL OF LABOR ECONOMICS,J LABOR ECON,UNIV CHICAGO PRESS,0734-306X,1537-5307,6076,5,Q1,1.51,3.28
2024,WOS,ECONOMICS,SSCI,JOURNAL OF URBAN ECONOMICS,J URBAN ECON,ACADEMIC PRESS INC ELSEVIER SCIENCE,0094-1190,1095-9068,7274,4.8,Q1,1.79,30.06
2024,WOS,ECONOMICS,SSCI,WORLD DEVELOPMENT,WORLD DEV,PERGAMON-ELSEVIER SCIENCE LTD,0305-750X,1873-5991,31381,4.8,Q1,1.74,44.37
2024,WOS,ECONOMICS,SSCI,SMALL BUSINESS ECONOMICS,SMALL BUS ECON,SPRINGER,0921-898X,1573-0913,14548,4.8,Q1,1.37,58.16
2024,WOS,ECONOMICS,SSCI,ECONOMIC MODELLING,ECON MODEL,ELSEVIER,0264-9993,1873-6122,15660,4.7,Q1,1.54,19.73
2024,WOS,ECONOMICS,SSCI,Cambridge Journal of Regions Economy and Society,CAMB J REG ECON SOC,OXFORD UNIV PRESS,1752-1378,1752-1386,2627,4.7,Q1,1.35,45.87
2024,WOS,ECONOMICS,SSCI,Journal of Behavioral and Experimental Finance,J BEHAV EXP FINANC,ELSEVIER,2214-6350,2214-6369,3296,4.7,Q1,1.22,33.62
2024,WOS,ECONOMICS,SSCI,NEW POLITICAL ECONOMY,NEW POLIT ECON,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1356-3467,1469-9923,3257,4.6,Q1,1.72,56.49
2024,WOS,ECONOMICS,SSCI,China Agricultural Economic Review,CHINA AGR ECON REV,EMERALD GROUP PUBLISHING LTD,1756-137X,1756-1388,1905,4.6,Q1,1.67,3.08
2024,WOS,ECONOMICS,SSCI,Emerging Markets Review,EMERG MARK REV,ELSEVIER,1566-0141,1873-6173,3273,4.6,Q1,1.67,12.09
2024,WOS,ECONOMICS,SSCI,JOURNAL OF DEVELOPMENT ECONOMICS,J DEV ECON,ELSEVIER,0304-3878,1872-6089,15605,4.6,Q1,1.49,32.95
2024,WOS,ECONOMICS,SSCI,PHARMACOECONOMICS,PHARMACOECONOMICS,ADIS INT LTD,1170-7690,1179-2027,7336,4.6,Q1,1.32,63.92
2024,WOS,ECONOMICS,SSCI,Agricultural and Food Economics,AGR FOOD ECON,SPRINGERNATURE,,2193-7532,1132,4.5,Q1,1.55,100
2024,WOS,ECONOMICS,SSCI,Journal of Commodity Markets,J COMMOD MARK,ELSEVIER,2405-8513,2405-8505,943,4.5,Q1,1.35,29.03
2024,WOS,ECONOMICS,ESCI,Journal of Economics and Development,J ECON DEV-VIETNAM,EMERALD GROUP PUBLISHING LTD,1859-0020,2632-5330,494,4.3,Q1,1.54,100
2024,WOS,ECONOMICS,SSCI,Economic Change and Restructuring,ECON CHANG RESTRUCT,SPRINGER,1573-9414,1574-0277,1870,4.3,Q1,1.48,9.64
2024,WOS,ECONOMICS,SSCI,ECONOMY AND SOCIETY,ECON SOC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0308-5147,1469-5766,3221,4.3,Q1,1.36,50.6
2024,WOS,ECONOMICS,SSCI,Journal of Financial Stability,J FINANC STABIL,ELSEVIER SCIENCE INC,1572-3089,1878-0962,4488,4.2,Q1,1.59,17.95
2024,WOS,ECONOMICS,SSCI,JOURNAL OF AGRICULTURAL ECONOMICS,J AGR ECON,WILEY,0021-857X,1477-9552,2985,4.2,Q1,1.29,57.89
2024,WOS,ECONOMICS,SSCI,REGIONAL STUDIES,REG STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0034-3404,1360-0591,11305,4.2,Q1,1.12,29.37
2024,WOS,ECONOMICS,SSCI,Industry and Innovation,IND INNOV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1366-2716,1469-8390,2568,4.2,Q1,1.03,29.8
2024,WOS,ECONOMICS,SSCI,JOURNAL OF MONETARY ECONOMICS,J MONETARY ECON,ELSEVIER,0304-3932,1873-1295,11043,4.1,Q1,1.25,25.54
2024,WOS,ECONOMICS,SSCI,Journal of Econometrics,J ECONOMETRICS,ELSEVIER SCIENCE SA,0304-4076,1872-6895,30272,4,Q1,2.5,21.42
2024,WOS,ECONOMICS,SSCI,Review of International Organizations,REV INT ORGAN,SPRINGER,1559-7431,1559-744X,2053,4,Q1,1.62,67.68
2024,WOS,ECONOMICS,SSCI,JOURNAL OF INTERNATIONAL ECONOMICS,J INT ECON,ELSEVIER,0022-1996,1873-0353,11240,4,Q1,1.18,22.61
2024,WOS,ECONOMICS,SSCI,AGRICULTURAL ECONOMICS,AGR ECON-BLACKWELL,WILEY,0169-5150,1574-0862,5306,4,Q1,1.05,42.77
2024,WOS,ECONOMICS,SSCI,Technological and Economic Development of Economy,TECHNOL ECON DEV ECO,VILNIUS GEDIMINAS TECH UNIV,2029-4913,2029-4921,2453,3.9,Q1,1.49,100
2024,WOS,ECONOMICS,SSCI,North American Journal of Economics and Finance,N AM J ECON FINANC,ELSEVIER SCIENCE INC,1062-9408,1879-0860,4765,3.9,Q1,1.22,10.26
2024,WOS,ECONOMICS,ESCI,Journal of Finance and Data Science,J FINANCE DATA SCI,KEAI PUBLISHING LTD,,2405-9188,642,3.9,Q1,0.83,100
2024,WOS,ECONOMICS,SSCI,WORK EMPLOYMENT AND SOCIETY,WORK EMPLOY SOC,SAGE PUBLICATIONS LTD,0950-0170,1469-8722,4823,3.8,Q1,1.22,59.32
2024,WOS,ECONOMICS,SSCI,Forest Policy and Economics,FOREST POLICY ECON,ELSEVIER,1389-9341,1872-7050,7125,3.8,Q1,1.17,37.24
2024,WOS,ECONOMICS,SSCI,JOURNAL OF BANKING & FINANCE,J BANK FINANC,ELSEVIER,0378-4266,1872-6372,23919,3.8,Q1,1.15,22.91
2024,WOS,ECONOMICS,SSCI,Futures,FUTURES,ELSEVIER SCI LTD,0016-3287,1873-6378,6568,3.8,Q1,0.84,55.73
2024,WOS,ECONOMICS,ESCI,Journal of Management Science and Engineering,J MANAGE SCI ENG,KEAI PUBLISHING LTD,2096-2320,2589-5532,680,3.7,Q1,1.25,96.97
2024,WOS,ECONOMICS,ESCI,Research in Globalization,RES GLOB,ELSEVIER,,2590-051X,760,3.7,Q1,1.24,98.91
2024,WOS,ECONOMICS,ESCI,European Journal of Management and Business Economics,EUR J MANAG BUS ECON,EMERALD GROUP PUBLISHING LTD,2444-8451,2444-8494,861,3.7,Q1,1.16,100
2024,WOS,ECONOMICS,ESCI,Journal of Chinese Economic and Business Studies,J CHIN ECON BUS STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1476-5284,1476-5292,563,3.7,Q1,0.93,12.86
2024,WOS,ECONOMICS,ESCI,Annals of Financial Economics,ANN FINANC ECON,WORLD SCIENTIFIC PUBL CO PTE LTD,2010-4952,2010-4960,322,3.6,Q1,1.28,0
2024,WOS,ECONOMICS,SSCI,JOURNAL OF HEALTH ECONOMICS,J HEALTH ECON,ELSEVIER,0167-6296,1879-1646,8558,3.6,Q1,1.27,36.84
2024,WOS,ECONOMICS,SSCI,China & World Economy,CHINA WORLD ECON,WILEY,1671-2234,1749-124X,1499,3.6,Q1,1.2,9.52
2024,WOS,ECONOMICS,SSCI,ECONOMIC JOURNAL,ECON J,OXFORD UNIV PRESS,0013-0133,1468-0297,16013,3.6,Q1,1.11,27.3
2024,WOS,ECONOMICS,ESCI,Journal of Asian Business and Economic Studies,J ASIAN BUS ECON ST,EMERALD GROUP PUBLISHING LTD,,2515-964X,348,3.6,Q1,1.09,96.88
2024,WOS,ECONOMICS,SSCI,REVIEW OF INTERNATIONAL POLITICAL ECONOMY,REV INT POLIT ECON,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0969-2290,1466-4526,4393,3.5,Q1,1.66,50.28
2024,WOS,ECONOMICS,SSCI,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,EUR REV AGRIC ECON,OXFORD UNIV PRESS,0165-1587,1464-3618,2230,3.5,Q1,1.27,23.15
2024,WOS,ECONOMICS,SSCI,Eurasian Business Review,EURASIAN BUS REV,SPRINGER HEIDELBERG,1309-4297,2147-4281,856,3.5,Q1,1.03,42.53
2024,WOS,ECONOMICS,ESCI,Mineral Economics,MINER ECON,SPRINGER HEIDELBERG,2191-2203,2191-2211,856,3.5,Q1,0.99,42.04
2024,WOS,ECONOMICS,SSCI,JOURNAL OF PUBLIC ECONOMICS,J PUBLIC ECON,ELSEVIER SCIENCE SA,0047-2727,0047-2727,16489,3.4,Q1,1.4,36.75
2024,WOS,ECONOMICS,SSCI,Applied Economic Perspectives and Policy,APPL ECON PERSPECT P,WILEY,2040-5790,2040-5804,2699,3.4,Q1,1.39,43.46
2024,WOS,ECONOMICS,ESCI,Entrepreneurial Business and Economics Review,ENTREPR BUS ECON REV,CRACOW UNIV ECONOMICS,2353-883X,2353-8821,941,3.4,Q1,1.21,91.54
2024,WOS,ECONOMICS,SSCI,Research in Transportation Economics,RES TRANSP ECON,ELSEVIER SCI LTD,0739-8859,1875-7979,3088,3.4,Q1,1.17,30.99
2024,WOS,ECONOMICS,SSCI,Journal of Asian Economics,J ASIAN ECON,ELSEVIER,1049-0078,1873-7927,2233,3.4,Q1,1.04,4.58
2024,WOS,ECONOMICS,SSCI,ENVIRONMENTAL & RESOURCE ECONOMICS,ENVIRON RESOUR ECON,SPRINGER,0924-6460,1573-1502,6498,3.4,Q1,0.91,51.74
2024,WOS,ECONOMICS,SSCI,Competition & Change,COMPET CHANG,SAGE PUBLICATIONS LTD,1024-5294,1477-2221,1209,3.4,Q1,0.88,58.18
2024,WOS,ECONOMICS,SSCI,WORLD BANK RESEARCH OBSERVER,WORLD BANK RES OBSER,OXFORD UNIV PRESS,0257-3032,1564-6971,1867,3.3,Q1,2.12,14.71
2024,WOS,ECONOMICS,SSCI,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,AM J AGR ECON,WILEY,0002-9092,1467-8276,8859,3.3,Q1,1.48,44.44
2024,WOS,ECONOMICS,SSCI,JCMS-Journal of Common Market Studies,JCMS-J COMMON MARK S,WILEY,0021-9886,1468-5965,4815,3.3,Q1,1.42,72.89
2024,WOS,ECONOMICS,SSCI,Journal of the European Economic Association,J EUR ECON ASSOC,OXFORD UNIV PRESS,1542-4766,1542-4774,6568,3.3,Q1,1.15,27.7
2024,WOS,ECONOMICS,SSCI,Economic Systems,ECON SYST,ELSEVIER,0939-3625,1878-5433,1969,3.3,Q1,1.08,18.52
2024,WOS,ECONOMICS,SSCI,Applied Health Economics and Health Policy,APPL HEALTH ECON HEA,SPRINGER INT PUBL AG,1175-5652,1179-1896,2326,3.3,Q1,0.99,49.03
2024,WOS,ECONOMICS,SSCI,Health Economics Review,HEALTH ECON REV,BMC,2191-1991,2191-1991,1408,3.3,Q1,0.89,99.53
2024,WOS,ECONOMICS,SSCI,INFORMATION ECONOMICS AND POLICY,INF ECON POLICY,ELSEVIER,0167-6245,1873-5975,1259,3.2,Q1,1.11,33.8
2024,WOS,ECONOMICS,SSCI,Tourism Economics,TOURISM ECON,SAGE PUBLICATIONS LTD,1354-8166,2044-0375,4226,3.2,Q1,0.96,12.65
2024,WOS,ECONOMICS,SSCI,Journal of the Association of Environmental and Resource Economists,J ASSOC ENVIRON RESO,UNIV CHICAGO PRESS,2333-5955,2333-5963,1867,3.2,Q1,0.95,0.73
2024,WOS,ECONOMICS,SSCI,Journal of Economic Policy Reform,J ECON POLICY REFORM,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1748-7870,1748-7889,588,3.2,Q1,0.91,25.93
2024,WOS,ECONOMICS,ESCI,International Journal of Ethics and Systems,INT J ETHICS SYST,EMERALD GROUP PUBLISHING LTD,2514-9369,2514-9377,825,3.2,Q1,0.81,1.59
2024,WOS,ECONOMICS,SSCI,JOURNAL OF CONSUMER AFFAIRS,J CONSUM AFF,WILEY,0022-0078,1745-6606,2755,3.2,Q1,0.73,27.52
2024,WOS,ECONOMICS,SSCI,International Environmental Agreements-Politics Law and Economics,INT ENVIRON AGREEM-P,SPRINGER,1567-9764,1573-1553,1323,3.1,Q1,1.64,65.91
2024,WOS,ECONOMICS,SSCI,JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES,J JPN INT ECON,ACADEMIC PRESS INC ELSEVIER SCIENCE,0889-1583,1095-8681,1072,3.1,Q1,1.39,22.08
2024,WOS,ECONOMICS,SSCI,QUARTERLY REVIEW OF ECONOMICS AND FINANCE,Q REV ECON FINANC,ELSEVIER SCIENCE INC,1062-9769,1878-4259,3785,3.1,Q1,1.26,12.37
2024,WOS,ECONOMICS,SSCI,EMERGING MARKETS FINANCE AND TRADE,EMERG MARK FINANC TR,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1540-496X,1558-0938,5871,3.1,Q1,1.09,3.16
2024,WOS,ECONOMICS,SSCI,JOURNAL OF POLICY MODELING,J POLICY MODEL,ELSEVIER SCIENCE INC,0161-8938,1873-8060,3043,3.1,Q1,1.04,20.69
2024,WOS,ECONOMICS,SSCI,JOURNAL OF COMPARATIVE ECONOMICS,J COMP ECON,ACADEMIC PRESS INC ELSEVIER SCIENCE,0147-5967,1095-7227,4649,3.1,Q1,1.02,20.24
2024,WOS,ECONOMICS,SSCI,JOURNAL OF APPLIED ECONOMETRICS,J APPL ECONOMET,WILEY,0883-7252,1099-1255,7995,3.1,Q1,0.83,33.33
2024,WOS,ECONOMICS,SSCI,RESOURCE AND ENERGY ECONOMICS,RESOUR ENERGY ECON,ELSEVIER,0928-7655,1873-0221,2512,3.1,Q1,0.66,40.4
2024,WOS,ECONOMICS,SSCI,POST-SOVIET AFFAIRS,POST-SOV AFF,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1060-586X,1938-2855,1005,3,Q1,1.79,28.41
2024,WOS,ECONOMICS,SSCI,JOURNAL OF POPULATION ECONOMICS,J POPUL ECON,SPRINGER,0933-1433,1432-1475,3324,3,Q1,1.44,47.37
2024,WOS,ECONOMICS,SSCI,European Journal of Health Economics,EUR J HEALTH ECON,SPRINGER,1618-7598,1618-7601,4070,3,Q1,1.02,66.78
2024,WOS,ECONOMICS,SSCI,International Journal of Emerging Markets,INT J EMERG MARK,EMERALD GROUP PUBLISHING LTD,1746-8809,1746-8817,3851,3,Q1,0.76,4.01
2024,WOS,ECONOMICS,SSCI,JOURNAL OF ECONOMIC HISTORY,J ECON HIST,CAMBRIDGE UNIV PRESS,0022-0507,1471-6372,3287,2.9,Q1,5.09,59.38
2024,WOS,ECONOMICS,SSCI,JOURNAL OF ECONOMIC GEOGRAPHY,J ECON GEOGR,OXFORD UNIV PRESS,1468-2702,1468-2710,4794,2.9,Q1,1.05,37.1
2024,WOS,ECONOMICS,SSCI,Journal of Family and Economic Issues,J FAM ECON ISS,SPRINGER INT PUBL AG,1058-0476,1573-3475,2241,2.9,Q1,0.96,28.06
2024,WOS,ECONOMICS,SSCI,REGIONAL SCIENCE AND URBAN ECONOMICS,REG SCI URBAN ECON,ELSEVIER,0166-0462,1879-2308,4813,2.9,Q1,0.96,22.93
2024,WOS,ECONOMICS,SSCI,Journal of Contemporary Accounting & Economics,J CONTEMP ACCOUNT EC,ELSEVIER SCI LTD,1815-5669,1815-5669,1130,2.9,Q1,0.87,13.41
2024,WOS,ECONOMICS,SSCI,Journal of Agrarian Change,J AGRAR CHANGE,WILEY,1471-0358,1471-0366,1790,2.9,Q1,0.82,52.04
2024,WOS,ECONOMICS,SSCI,JOURNAL OF ECONOMIC GROWTH,J ECON GROWTH,SPRINGER,1381-4338,1573-7020,3192,2.9,Q1,0.77,61.7
2024,WOS,ECONOMICS,SSCI,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,J FINANC QUANT ANAL,CAMBRIDGE UNIV PRESS,0022-1090,1756-6916,10492,2.8,Q1,0.94,47.89
2024,WOS,ECONOMICS,SSCI,RAND JOURNAL OF ECONOMICS,RAND J ECON,WILEY,0741-6261,1756-2171,5381,2.8,Q1,0.89,34.62
2024,WOS,ECONOMICS,SSCI,BROOKINGS PAPERS ON ECONOMIC ACTIVITY,BROOKINGS PAP ECO AC,JOHNS HOPKINS UNIV PRESS,0007-2303,1533-4465,3790,2.8,Q1,0.59,0
2024,WOS,ECONOMICS,ESCI,China Economic Quarterly International,CHINA ECON Q INT,KEAI PUBLISHING LTD,,2666-9331,194,2.7,Q1,0.81,97.01
2024,WOS,ECONOMICS,SSCI,JOURNAL OF FORECASTING,J FORECASTING,WILEY,0277-6693,1099-131X,3044,2.7,Q1,0.81,19.69
2024,WOS,ECONOMICS,SSCI,Review of Keynesian Economics,REV KEYNES ECON,EDWARD ELGAR PUBLISHING LTD,2049-5323,2049-5331,517,2.7,Q1,0.79,0
2024,WOS,ECONOMICS,SSCI,MANAGERIAL AND DECISION ECONOMICS,MANAG DECIS ECON,JOHN WILEY & SONS LTD,0143-6570,1099-1468,4177,2.7,Q1,0.75,8.02
2024,WOS,ECONOMICS,SSCI,JOURNAL OF REGIONAL SCIENCE,J REGIONAL SCI,WILEY,0022-4146,1467-9787,3212,2.7,Q1,0.7,37.91
2024,WOS,ECONOMICS,SSCI,Journal of Business Economics and Management,J BUS ECON MANAG,VILNIUS GEDIMINAS TECH UNIV,1611-1699,2029-4433,2033,2.7,Q1,0.67,99.47
2024,WOS,ECONOMICS,SSCI,Socio-Economic Review,SOCIO-ECON REV,OXFORD UNIV PRESS,1475-1461,1475-147X,3055,2.6,Q1,1.36,41.13
2024,WOS,ECONOMICS,SSCI,Journal of Competitiveness,J COMPETITIVENESS,"UNIV TOMASE BATI & ZLINE, FAK MANAGEMENTU EKONOMIKY",1804-171X,1804-1728,1055,2.6,Q1,1.05,78.03
2024,WOS,ECONOMICS,SSCI,INTERNATIONAL LABOUR REVIEW,INT LABOUR REV,OPEN LIBRARY HUMANITIES,0020-7780,1564-913X,1220,2.6,Q1,0.98,20.45
2024,WOS,ECONOMICS,SSCI,JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,J POLICY ANAL MANAG,WILEY,,1520-6688,3075,2.6,Q1,0.98,27.45
