jcr_year,schema,category,edition,journal_name,jcr_abbrev,publisher,issn_print,issn_e,total_citations,jif,quartile,jci,oa_citable_pct
2024,WOS,ANTHROPOLOGY,SSCI,Focaal-Journal of Global and Historical Anthropology,FOCAAL,BERGHAHN JOURNALS,0920-1297,1558-5263,504,1.7,Q1,1.03,85.51
2024,WOS,ANTHROPOLOGY,SSCI,AMERICAN JOURNAL OF HUMAN BIOLOGY,AM J HUM BIOL,WILEY,1042-0533,1520-6300,4113,1.7,Q1,0.82,28.32
2024,WOS,ANTHROPOLOGY,SSCI,HUMAN ECOLOGY,HUM ECOL,SPRINGER/PLENUM PUBLISHERS,0300-7839,1572-9915,3213,1.7,Q1,0.82,34.86
2024,WOS,ANTHROPOLOGY,SSCI,ETHNOS,ETHNOS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0014-1844,1469-588X,1385,1.7,Q1,0.68,41.38
2024,WOS,ANTHROPOLOGY,SSCI,CRITIQUE OF ANTHROPOLOGY,CRIT ANTHROPOL,SAGE PUBLICATIONS LTD,0308-275X,1460-3721,833,1.6,Q1,0.99,45
2024,WOS,ANTHROPOLOGY,SSCI,Anthropological Theory,ANTHROPOL THEOR,SAGE PUBLICATIONS LTD,1463-4996,1741-2641,1188,1.5,Q2,0.94,43.55
2024,WOS,ANTHROPOLOGY,SSCI,Social Anthropology,SOC ANTHROPOL,BERGHAHN JOURNALS,0964-0282,1469-8676,1129,1.5,Q2,0.87,94.68
2024,WOS,ANTHROPOLOGY,SSCI,Journal of Linguistic Anthropology,J LINGUIST ANTHROPOL,WILEY,1055-1360,1548-1395,932,1.4,Q2,1.05,33.9
2024,WOS,ANTHROPOLOGY,SSCI,ARCHAEOLOGY IN OCEANIA,ARCHAEOL OCEAN,WILEY,0728-4896,1834-4453,498,1.4,Q2,0.94,75
2024,WOS,ANTHROPOLOGY,SSCI,Field Methods,FIELD METHOD,SAGE PUBLICATIONS INC,1525-822X,1552-3969,3630,1.4,Q2,0.81,30.77
2024,WOS,ANTHROPOLOGY,SSCI,Trabajos de Prehistoria,TRABAJOS PREHIST,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC,0082-5638,1988-3218,476,1.3,Q2,1.39,100
2024,WOS,ANTHROPOLOGY,SSCI,JOURNAL OF SOCIAL ARCHAEOLOGY,J SOC ARCHAEOL,SAGE PUBLICATIONS LTD,1469-6053,1741-2951,522,1.3,Q2,1.2,35.56
2024,WOS,ANTHROPOLOGY,SSCI,JOURNAL OF ETHNOBIOLOGY,J ETHNOBIOL,SAGE PUBLICATIONS INC,0278-0771,2162-4496,1067,1.3,Q2,1.08,16.48
2024,WOS,ANTHROPOLOGY,SSCI,ANTHROPOLOGY & EDUCATION QUARTERLY,ANTHROPOL EDUC QUART,WILEY,0161-7761,1548-1492,1028,1.3,Q2,0.72,19.72
2024,WOS,ANTHROPOLOGY,SSCI,Polar-Political and Legal Anthropology Review,POLAR-POLIT LEG ANTH,"WILEY PERIODICALS, INC",1081-6976,1555-2934,663,1.3,Q2,0.69,45.83
2024,WOS,ANTHROPOLOGY,SSCI,ETHOS,ETHOS,WILEY,0091-2131,1548-1352,1327,1.3,Q2,0.64,39.78
2024,WOS,ANTHROPOLOGY,SSCI,ANNALS OF HUMAN BIOLOGY,ANN HUM BIOL,TAYLOR & FRANCIS LTD,0301-4460,1464-5033,2224,1.3,Q2,0.52,63.95
2024,WOS,ANTHROPOLOGY,SSCI,Lithic Technology,LITHIC TECHNOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0197-7261,2051-6185,494,1.2,Q2,1.16,12.79
2024,WOS,ANTHROPOLOGY,SSCI,CULTURAL STUDIES,CULT STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0950-2386,1466-4348,2954,1.2,Q2,1.12,24.07
2024,WOS,ANTHROPOLOGY,SSCI,Signs and Society,SIGNS SOC,CAMBRIDGE UNIV PRESS,2326-4489,2326-4497,238,1.2,Q2,0.93,87.23
2024,WOS,ANTHROPOLOGY,SSCI,AUSTRALIAN ARCHAEOLOGY,AUST ARCHAEOL,TAYLOR & FRANCIS LTD,0312-2417,2470-0363,456,1.2,Q2,0.88,73.75
2024,WOS,ANTHROPOLOGY,SSCI,Medical Anthropology,MED ANTHROPOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0145-9740,1545-5882,1424,1.2,Q2,0.67,43.59
2024,WOS,ANTHROPOLOGY,ESCI,Cambridge Journal of Anthropology,CAMB J ANTHROPOL,BERGHAHN JOURNALS,0305-7674,2047-7716,405,1.2,Q2,0.51,95.24
2024,WOS,ANTHROPOLOGY,SSCI,COMPARATIVE STUDIES IN SOCIETY AND HISTORY,COMP STUD SOC HIST,CAMBRIDGE UNIV PRESS,0010-4175,1475-2999,2748,1.1,Q2,1.59,72.81
2024,WOS,ANTHROPOLOGY,SSCI,African Archaeological Review,AFR ARCHAEOL REV,SPRINGER,0263-0338,1572-9842,677,1.1,Q2,1.07,53.66
2024,WOS,ANTHROPOLOGY,SSCI,AFRICA,AFRICA,CAMBRIDGE UNIV PRESS,0001-9720,1750-0184,1511,1.1,Q2,0.92,38.04
2024,WOS,ANTHROPOLOGY,SSCI,JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,J ROY ANTHROPOL INST,WILEY,1359-0987,1467-9655,2687,1.1,Q2,0.85,55.2
2024,WOS,ANTHROPOLOGY,SSCI,LATIN AMERICAN ANTIQUITY,LAT AM ANTIQ,CAMBRIDGE UNIV PRESS,1045-6635,2325-5080,1264,1.1,Q2,0.85,28.48
2024,WOS,ANTHROPOLOGY,ESCI,Food and Foodways,FOOD FOODWAYS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0740-9710,1542-3484,408,1.1,Q2,0.83,31.37
2024,WOS,ANTHROPOLOGY,SSCI,Anthropology & Medicine,ANTHROPOL MED,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1364-8470,1469-2910,634,1.1,Q2,0.56,47.37
2024,WOS,ANTHROPOLOGY,SSCI,Ethnography,ETHNOGRAPHY,SAGE PUBLICATIONS LTD,1466-1381,1741-2714,1638,1.1,Q2,0.55,23.14
2024,WOS,ANTHROPOLOGY,ESCI,DIALECTICAL ANTHROPOLOGY,DIALECT ANTHROPOL,SPRINGER,0304-4092,1573-0786,487,1.1,Q2,0.48,50
2024,WOS,ANTHROPOLOGY,ESCI,Ethnobiology Letters,ETHNOBIOL LETT,SOC ETHNOBIOLOGY,2159-8126,2159-8126,209,1,Q2,1.02,96.77
2024,WOS,ANTHROPOLOGY,SSCI,INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY,INT J OSTEOARCHAEOL,WILEY,1047-482X,1099-1212,2454,1,Q2,0.89,37.22
2024,WOS,ANTHROPOLOGY,ESCI,Critical African Studies,CRIT AFR STUD,TAYLOR & FRANCIS LTD,2168-1392,2040-7211,341,1,Q2,0.81,26.87
2024,WOS,ANTHROPOLOGY,SSCI,JOURNAL OF ANTHROPOLOGICAL RESEARCH,J ANTHROPOL RES,UNIV CHICAGO PRESS,0091-7710,2153-3806,1004,1,Q2,0.77,0
2024,WOS,ANTHROPOLOGY,SSCI,Economic Anthropology,ECON ANTHROPOL,WILEY,2330-4847,2330-4847,317,1,Q2,0.69,44.29
2024,WOS,ANTHROPOLOGY,SSCI,Intersecciones en Antropologia,INTERSECCIONES ANTRO,"UNIV NACL CENTRO PROVINCIA BUENOS AIRES (UNICEN), FAC CIENCIAS SOCIALES",1850-373X,1850-373X,415,1,Q2,0.45,100
2024,WOS,ANTHROPOLOGY,ESCI,International Indigenous Policy Journal,INT INDIG POLICY J,UNIV WESTERN ONTARIO,1916-5781,1916-5781,530,1,Q2,0.42,74.07
2024,WOS,ANTHROPOLOGY,ESCI,Nawpa Pacha,NAWPA PACHA,TAYLOR & FRANCIS LTD,0077-6297,2051-6207,112,0.9,Q2,0.97,8.82
2024,WOS,ANTHROPOLOGY,SSCI,PUBLIC CULTURE,PUBLIC CULTURE,DUKE UNIV PRESS,0899-2363,1527-8018,2917,0.9,Q2,0.94,2.13
2024,WOS,ANTHROPOLOGY,ESCI,Transforming Anthropology,TRANSFORM ANTHROPOL,UNIV CHICAGO PRESS,1051-0559,1548-7466,295,0.9,Q2,0.85,6.67
2024,WOS,ANTHROPOLOGY,SSCI,JOURNAL OF MATERIAL CULTURE,J MAT CULT,SAGE PUBLICATIONS LTD,1359-1835,1460-3586,840,0.9,Q2,0.68,37.88
2024,WOS,ANTHROPOLOGY,ESCI,ANTHROPOLOGY OF CONSCIOUSNESS,ANTHROPOL CONSCIOUS,WILEY,1053-4202,1556-3537,196,0.9,Q2,0.51,23.81
2024,WOS,ANTHROPOLOGY,SSCI,HOMO-JOURNAL OF COMPARATIVE HUMAN BIOLOGY,HOMO,E SCHWEIZERBARTSCHE VERLAGSBUCHHANDLUNG,0018-442X,1618-1301,547,0.9,Q2,0.44,56.25
2024,WOS,ANTHROPOLOGY,ESCI,Anthropology in Action-Journal for Applied Anthropology in Policy and Practice,ANTHROPOL ACTION,BERGHAHN JOURNALS,0967-201X,1752-2285,218,0.8,Q3,0.66,100
2024,WOS,ANTHROPOLOGY,ESCI,Museum Anthropology,MUS ANTHROPOL,WILEY,0892-8339,1548-1379,178,0.8,Q3,0.59,38.24
2024,WOS,ANTHROPOLOGY,SSCI,JOURNAL OF THE POLYNESIAN SOCIETY,J POLYNESIAN SOC,POLYNESIAN SOC INC,0032-4000,2230-5955,457,0.8,Q3,0.57,0
2024,WOS,ANTHROPOLOGY,ESCI,Anthropology of Work Review,ANTHROPOL WORK REV,WILEY,0883-024X,1548-1417,138,0.8,Q3,0.54,39.29
2024,WOS,ANTHROPOLOGY,SSCI,ANTHROPOLOGIE,ANTHROPOLOGIE,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,0003-5521,1873-5827,711,0.8,Q3,0.46,0.57
2024,WOS,ANTHROPOLOGY,SSCI,Magallania,MAGALLANIA,UNIV MAGALLANES,0718-2244,0718-2244,404,0.8,Q3,0.31,73.81
2024,WOS,ANTHROPOLOGY,ESCI,Bioarchaeology International,BIOARCHAEOLOGY INT,UNIV FLORIDA PRESS,2472-8349,2472-8357,201,0.7,Q3,0.97,3.92
2024,WOS,ANTHROPOLOGY,SSCI,Anthropological Forum,ANTHROPOL FORUM,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0066-4677,1469-2902,365,0.7,Q3,0.66,45.76
2024,WOS,ANTHROPOLOGY,SSCI,ANTHROPOZOOLOGICA,ANTHROPOZOOLOGICA,"PUBLICATIONS SCIENTIFIQUES DU MUSEUM, PARIS",0761-3032,2107-0881,303,0.7,Q3,0.61,0
2024,WOS,ANTHROPOLOGY,SSCI,Social Analysis,SOC ANAL,BERGHAHN JOURNALS,0155-977X,1558-5727,732,0.7,Q3,0.61,91.67
2024,WOS,ANTHROPOLOGY,SSCI,ARCTIC ANTHROPOLOGY,ARCTIC ANTHROPOL,UNIV WISCONSIN PRESS,0066-6939,1933-8139,326,0.7,Q3,0.49,14.29
2024,WOS,ANTHROPOLOGY,SSCI,Asia Pacific Journal of Anthropology,ASIA PAC J ANTHROPOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1444-2213,1740-9314,355,0.7,Q3,0.47,31.88
2024,WOS,ANTHROPOLOGY,ESCI,NOMADIC PEOPLES,NOMAD PEOPLES,WHITE HORSE PRESS,0822-7942,1752-2366,275,0.7,Q3,0.43,65.71
2024,WOS,ANTHROPOLOGY,SSCI,Australian Journal of Anthropology,AUST J ANTHROPOL,WILEY,1035-8811,1757-6547,362,0.7,Q3,0.38,56.92
2024,WOS,ANTHROPOLOGY,SSCI,JOURNAL OF HISTORICAL SOCIOLOGY,J HIST SOCIOL,WILEY,0952-1909,1467-6443,732,0.6,Q3,1.12,20
2024,WOS,ANTHROPOLOGY,SSCI,Praehistorische Zeitschrift,PRAEHIST Z,WALTER DE GRUYTER GMBH,0079-4848,1613-0804,237,0.6,Q3,0.89,13.28
2024,WOS,ANTHROPOLOGY,SSCI,BIJDRAGEN TOT DE TAAL- LAND- EN VOLKENKUNDE,BIJDR TAAL-LAND-V,BRILL,0006-2294,2213-4379,346,0.6,Q3,0.56,68.57
2024,WOS,ANTHROPOLOGY,SSCI,HUMAN ORGANIZATION,HUM ORGAN,TAYLOR & FRANCIS LTD,0018-7259,1938-3525,1411,0.6,Q3,0.56,8.28
2024,WOS,ANTHROPOLOGY,ESCI,Annals of Anthropological Practice,ANN ANTHROPL PRACT,WILEY,2153-957X,2153-9588,264,0.6,Q3,0.45,26.67
2024,WOS,ANTHROPOLOGY,SSCI,OCEANIA,OCEANIA,WILEY,0029-8077,1834-4461,459,0.6,Q3,0.43,49.02
2024,WOS,ANTHROPOLOGY,SSCI,Journal of Latin American and Caribbean Anthropology,J LAT AM CARIBB ANTH,WILEY,1935-4932,1935-4940,434,0.6,Q3,0.41,22.02
2024,WOS,ANTHROPOLOGY,SSCI,ANTHROPOLOGICAL QUARTERLY,ANTHROPOL QUART,GEORGE WASHINGTON UNIV INST ETHNOGRAPHIC RESEARCH,0003-5491,1534-1518,1312,0.6,Q3,0.39,0
2024,WOS,ANTHROPOLOGY,SSCI,Estudios Atacamenos,ESTUD ATACAMENOS,"UNIV CATOLICA NORTE, Inst Invest Arqueologicas y Museo RP Gustavo Le Paige",0718-1043,0718-1043,457,0.6,Q3,0.37,91.76
2024,WOS,ANTHROPOLOGY,ESCI,Anthropological Journal of European Cultures,ANTHROPOL J EUR CULT,BERGHAHN JOURNALS,1755-2923,1755-2931,142,0.6,Q3,0.29,95.24
2024,WOS,ANTHROPOLOGY,ESCI,Childhood in the Past,CHILD PAST,TAYLOR & FRANCIS LTD,1758-5716,2040-8528,29,0.5,Q3,1.08,20
2024,WOS,ANTHROPOLOGY,SSCI,JOURNAL OF FAMILY HISTORY,J FAM HIST,SAGE PUBLICATIONS INC,0363-1990,1552-5473,432,0.5,Q3,0.55,25
2024,WOS,ANTHROPOLOGY,ESCI,City & Society,CITY SOC,WILEY,0893-0465,1548-744X,509,0.5,Q3,0.45,48.78
2024,WOS,ANTHROPOLOGY,SSCI,ANTHROPOLOGISCHER ANZEIGER,ANTHROPOL ANZ,E SCHWEIZERBARTSCHE VERLAGSBUCHHANDLUNG,0003-5548,0003-5548,398,0.5,Q3,0.4,0.74
2024,WOS,ANTHROPOLOGY,SSCI,HAU-Journal of Ethnographic Theory,HAU-J ETHNOGR THEORY,UNIV CHICAGO PRESS,2575-1433,2049-1115,1331,0.5,Q3,0.35,0
2024,WOS,ANTHROPOLOGY,SSCI,Anthropological Notebooks,ANTHROPOL NOTEB,SLOVENE ANTHROPOLOGICAL SOC,1408-032X,,148,0.5,Q3,0.27,0
2024,WOS,ANTHROPOLOGY,ESCI,Slovensky Narodopis-Slovak Ethnology,SLOVENSKY NARODOP,"SLOVAK ACAD SCIENCES, INST ETHNOLOGY",1335-1303,1339-9357,97,0.5,Q3,0.26,86.15
2024,WOS,ANTHROPOLOGY,SSCI,History and Anthropology,HIST ANTHROPOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0275-7206,1477-2612,725,0.4,Q4,1.09,37.5
2024,WOS,ANTHROPOLOGY,SSCI,Romani Studies,ROMANI STUD,LIVERPOOL UNIV PRESS,1528-0748,1757-2274,95,0.4,Q4,0.74,56.25
2024,WOS,ANTHROPOLOGY,SSCI,ETHNOHISTORY,ETHNOHISTORY,DUKE UNIV PRESS,0014-1801,1527-5477,563,0.4,Q4,0.68,0
2024,WOS,ANTHROPOLOGY,SSCI,Inter-Asia Cultural Studies,INTER-ASIA CULT STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1464-9373,1469-8447,602,0.4,Q4,0.56,7.47
2024,WOS,ANTHROPOLOGY,SSCI,Anthropology Southern Africa,ANTHROPOL SOUTH AFR,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2332-3256,2332-3264,217,0.4,Q4,0.45,17.31
2024,WOS,ANTHROPOLOGY,ESCI,Visual Anthropology Review,VIS ANTHR REV,WILEY,1058-7187,1548-7458,221,0.4,Q4,0.4,36.07
2024,WOS,ANTHROPOLOGY,ESCI,Relaciones,RELACIONES-ARG,SOC ARGENTINA ANTROPOLOGIA,0325-2221,1852-1479,505,0.4,Q4,0.27,77.46
2024,WOS,ANTHROPOLOGY,SSCI,Chungara-Revista de Antropologia Chilena,CHUNGARA,UNIV TARAPACA,0717-7356,0717-7356,686,0.4,Q4,0.23,85.58
2024,WOS,ANTHROPOLOGY,ESCI,Estudios de Cultura Maya,ESTUD CULT MAYA,"UNIV NAC AUTONOMA MEXICO, INST INVESTIGACIONES FILOLOGICAS",0185-2574,2448-5179,196,0.4,Q4,0.15,100
2024,WOS,ANTHROPOLOGY,ESCI,Reviews in Anthropology,REV ANTHR,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0093-8157,1556-3014,117,0.4,Q4,0.07,9.09
2024,WOS,ANTHROPOLOGY,ESCI,Cuadernos de Antropologia,CUAD ANTROPOL,"UNIV COSTA RICA, FAC CIENCIAS SOCIALES",1409-3138,2215-356X,34,0.4,Q4,0.06,100
2024,WOS,ANTHROPOLOGY,ESCI,Interdisciplinaria Archaeologica-Natural Sciences in Archaeology,INTERDISCIP ARCHAEOL,UNIV HRADEC KRALOVE,1804-848X,2336-1220,35,0.3,Q4,0.46,95.35
2024,WOS,ANTHROPOLOGY,SSCI,ZEITSCHRIFT FUR ETHNOLOGIE - Journal of Social and Cultural Anthropology,Z ETHNOL,DIETRICH REIMER VERLAG,0044-2666,,164,0.3,Q4,0.24,0
2024,WOS,ANTHROPOLOGY,ESCI,Visual Anthropology,VIS ANTHROPOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0894-9468,1545-5920,222,0.3,Q4,0.21,27.78
2024,WOS,ANTHROPOLOGY,ESCI,Archaeology Ethnology and Anthropology of Eurasia,ARCHAEOL ETHNOL ANTH,PLEIADES PUBLISHING INC,1563-0110,1531-832X,353,0.3,Q4,0.2,18.13
2024,WOS,ANTHROPOLOGY,ESCI,Revista Espanola de Antropologia Americana,REV ESP ANTROPOL AM,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES",0556-6533,1988-2718,160,0.3,Q4,0.17,98.28
2024,WOS,ANTHROPOLOGY,SSCI,AIBR-Revista de Antropologia Iberoamericana,AIBR-REV ANTROPOL IB,ASOC ANTROPOLOGOS IBEROAMERICANOS EN RED,1695-9752,1578-9705,209,0.3,Q4,0.14,77.78
2024,WOS,ANTHROPOLOGY,ESCI,Etnoloska Tribina,ETHNOLOSKA TRIB,CROATIAN ETHNOLOGICAL SOC,0351-1944,1848-9540,40,0.3,Q4,0.13,71.79
2024,WOS,ANTHROPOLOGY,ESCI,Urbanities-Journal of Urban Ethnography,URBANITIES,"IUAES, COMMISSION URBAN ANTHROPOLOGY",2239-5725,2239-5725,57,0.2,Q4,0.21,0
2024,WOS,ANTHROPOLOGY,ESCI,Antropologia Portuguesa,ANTROPOL PORT,COIMBRA UNIV PRESS,0870-0990,2182-7982,32,0.2,Q4,0.17,96.67
2024,WOS,ANTHROPOLOGY,ESCI,ANTHROPOLOGIE-INTERNATIONAL JOURNAL OF HUMAN DIVERSITY AND EVOLUTION,ANTHROPOL-INT J HUM,MORAVIAN MUSEUM,0323-1119,0323-1119,125,0.2,Q4,0.15,0
2024,WOS,ANTHROPOLOGY,ESCI,Etnoantropoloski Problemi-Issues in Ethnology and Anthropology,ETNOANTROPOLOSKI PRO,"UNIV BELGRADE, FAC PHILOSOPHY",0353-1589,2334-8801,156,0.2,Q4,0.12,96.9
2024,WOS,ANTHROPOLOGY,ESCI,CAHIERS D ETUDES AFRICAINES,CAH ETUD AFR,EDITIONS ECOLE HAUTESETUDES & SCIENCES SOCIALES,0008-0055,1777-5353,237,0.2,Q4,0.06,1.04
2024,WOS,ANTHROPOLOGY,ESCI,Revista de Antropologia Social,REV ANTROPOL SOC,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES",1131-558X,1988-2831,138,0.2,Q4,0.06,98.04
2024,WOS,ANTHROPOLOGY,SSCI,ANTHROPOS,ANTHROPOS,NOMOS VERLAGSGESELLSCHAFT MBH & CO KG,0257-9774,,474,0.1,Q4,0.08,0
2024,WOS,ANTHROPOLOGY,ESCI,Journal of Urban Ethnology,J URBAN ETHNOL,"POLISH ACAD SCIENCES, INST ARCHAEOLOGY & ETHNOLOGY",1429-0618,1429-0618,6,0.1,Q4,0.07,100
2024,WOS,ANTHROPOLOGY,ESCI,Ethnologies,ETHNOLOGIES,FOLKLORE STUDIES ASSOC CANADA,1481-5974,1708-0401,77,0.1,Q4,0.05,0
2024,WOS,ANTHROPOLOGY,ESCI,Anthropologie et Sante-Revue Internationale Francophone d Anthropologie de la Sante,ANTHROPOL SANTE,ASSOC AMADES,2111-5028,2111-5028,46,0.1,Q4,0.04,100
2024,WOS,ANTHROPOLOGY,ESCI,Tomskii Zhurnal Lingvisticheskikh i Antropologicheskikh Issledovanii-Tomsk Journal of Linguistics and Anthropology,TOMSK ZH LINGVIST AN,TOMSK STATE PEDAGOGICAL UNIV,2307-6119,2307-6119,62,0.1,Q4,0.04,16.45
2024,WOS,ANTHROPOLOGY,ESCI,Visual Ethnography,VIS ETHNOGR,UNIV BASILICATA,2281-1605,2281-1605,33,0.1,Q4,0.04,0
